,year,eps_value,ticker
3,2019,$5.89,INTU
4,2018,$5.09,INTU
5,2017,$3.78,INTU
6,2016,$3.69,INTU
7,2015,$1.28,INTU
8,2014,$3.12,INTU
9,2013,$2.83,INTU
10,2012,$2.60,INTU
11,2011,$2.00,INTU
12,2010,$1.77,INTU
13,2009,$1.35,INTU
0,2021,$4.66,ISRG
1,2020,$2.94,ISRG
2,2019,$3.85,ISRG
3,2018,$3.16,ISRG
4,2017,$1.92,ISRG
5,2016,$2.09,ISRG
6,2015,$1.73,ISRG
7,2014,$1.23,ISRG
8,2013,$1.86,ISRG
9,2012,$1.78,ISRG
10,2011,$1.37,ISRG
11,2010,$1.05,ISRG
12,2009,$0.66,ISRG
0,2021,$2.99,IVZ
1,2020,$1.13,IVZ
2,2019,$1.28,IVZ
3,2018,$2.14,IVZ
4,2017,$2.75,IVZ
5,2016,$2.06,IVZ
6,2015,$2.26,IVZ
7,2014,$2.27,IVZ
8,2013,$2.10,IVZ
9,2012,$1.49,IVZ
10,2011,$1.57,IVZ
11,2010,$1.01,IVZ
12,2009,$0.76,IVZ
0,2021,$0.45,INVH
1,2020,$0.35,INVH
2,2019,$0.27,INVH
3,2018,$-0.01,INVH
4,2017,$-0.26,INVH
5,2016,$0.00,INVH
6,2015,$0.00,INVH
7,2014,$0.00,INVH
0,2021,$4.95,IQV
1,2020,$1.43,IQV
2,2019,$0.96,IQV
3,2018,$1.24,IQV
4,2017,$5.74,IQV
5,2016,$0.47,IQV
6,2015,$3.08,IQV
7,2014,$2.72,IQV
8,2013,$1.77,IQV
9,2012,$1.51,IQV
10,2011,$2.05,IQV
11,2010,$1.36,IQV
0,2021,$1.55,IRM
1,2020,$1.19,IRM
2,2019,$0.93,IRM
3,2018,$1.23,IRM
4,2017,$0.64,IRM
5,2016,$0.42,IRM
6,2015,$0.58,IRM
7,2014,$1.66,IRM
8,2013,$0.50,IRM
9,2012,$0.98,IRM
10,2011,$2.02,IRM
11,2010,$-0.29,IRM
12,2009,$1.07,IRM
0,2021,$7.14,JBHT
1,2020,$4.74,JBHT
2,2019,$4.77,JBHT
3,2018,$4.43,JBHT
4,2017,$6.18,JBHT
5,2016,$3.81,JBHT
6,2015,$3.66,JBHT
7,2014,$3.16,JBHT
8,2013,$2.87,JBHT
9,2012,$2.59,JBHT
10,2011,$2.11,JBHT
11,2010,$1.56,JBHT
12,2009,$1.05,JBHT
0,2022,$4.94,JKHY
1,2021,$4.12,JKHY
2,2020,$3.86,JKHY
3,2019,$3.86,JKHY
4,2018,$4.70,JKHY
5,2017,$2.93,JKHY
6,2016,$3.12,JKHY
7,2015,$2.59,JKHY
8,2014,$2.19,JKHY
9,2013,$1.94,JKHY
10,2012,$1.74,JKHY
11,2011,$1.59,JKHY
12,2010,$1.38,JKHY
13,2009,$1.22,JKHY
0,2022,$4.98,J
1,2021,$3.20,J
2,2020,$3.71,J
3,2019,$6.08,J
4,2018,$1.18,J
5,2017,$2.42,J
6,2016,$1.73,J
7,2015,$2.40,J
8,2014,$2.48,J
9,2013,$3.23,J
10,2012,$2.94,J
11,2011,$2.60,J
12,2010,$1.96,J
13,2009,$3.21,J
0,2021,$7.81,JNJ
1,2020,$5.51,JNJ
2,2019,$5.63,JNJ
3,2018,$5.61,JNJ
4,2017,$0.47,JNJ
5,2016,$5.93,JNJ
6,2015,$5.48,JNJ
7,2014,$5.70,JNJ
8,2013,$4.81,JNJ
9,2012,$3.86,JNJ
10,2011,$3.49,JNJ
11,2010,$4.78,JNJ
12,2009,$4.40,JNJ
0,2022,$2.19,JCI
1,2021,$2.27,JCI
2,2020,$0.84,JCI
3,2019,$6.49,JCI
4,2018,$2.32,JCI
5,2017,$1.71,JCI
6,2016,$-1.29,JCI
7,2015,$2.36,JCI
8,2014,$1.80,JCI
9,2013,$1.19,JCI
10,2012,$1.07,JCI
11,2011,$3.76,JCI
12,2010,$2.42,JCI
13,2009,$-3.98,JCI
0,2021,$15.36,JPM
1,2020,$8.88,JPM
2,2019,$10.72,JPM
3,2018,$9.00,JPM
4,2017,$6.31,JPM
5,2016,$6.19,JPM
6,2015,$6.00,JPM
7,2014,$5.29,JPM
8,2013,$4.34,JPM
9,2012,$5.20,JPM
10,2011,$4.48,JPM
11,2010,$3.96,JPM
12,2009,$2.26,JPM
0,2021,$0.76,JNPR
1,2020,$0.77,JNPR
2,2019,$0.99,JNPR
3,2018,$1.60,JNPR
4,2017,$0.80,JNPR
5,2016,$1.53,JNPR
6,2015,$1.59,JNPR
7,2014,$-0.73,JNPR
8,2013,$0.86,JNPR
9,2012,$0.35,JNPR
10,2011,$0.79,JNPR
11,2010,$1.15,JNPR
12,2009,$0.22,JNPR
0,2021,$1.50,KDP
1,2020,$0.93,KDP
2,2019,$0.88,KDP
3,2018,$0.53,KDP
4,2017,$5.89,KDP
5,2017,$0.47,KDP
6,2016,$4.54,KDP
7,2015,$3.97,KDP
8,2014,$3.56,KDP
9,2013,$3.05,KDP
10,2012,$2.96,KDP
11,2011,$2.74,KDP
12,2010,$2.17,KDP
13,2009,$2.17,KDP
0,2021,$2.63,KEY
1,2020,$1.27,KEY
2,2019,$1.62,KEY
3,2018,$1.71,KEY
4,2017,$1.13,KEY
5,2016,$0.80,KEY
6,2015,$1.05,KEY
7,2014,$0.99,KEY
8,2013,$0.97,KEY
9,2012,$0.89,KEY
10,2011,$0.87,KEY
11,2010,$0.44,KEY
12,2009,$-2.34,KEY
0,2022,$6.18,KEYS
1,2021,$4.78,KEYS
2,2020,$3.31,KEYS
3,2019,$3.25,KEYS
4,2018,$0.86,KEYS
5,2017,$0.56,KEYS
6,2016,$1.95,KEYS
7,2015,$3.00,KEYS
8,2014,$2.35,KEYS
9,2013,$2.74,KEYS
10,2012,$5.04,KEYS
0,2021,$5.35,KMB
1,2020,$6.87,KMB
2,2019,$6.24,KMB
3,2018,$4.03,KMB
4,2017,$6.40,KMB
5,2016,$5.99,KMB
6,2015,$2.77,KMB
7,2014,$4.04,KMB
8,2013,$5.53,KMB
9,2012,$4.42,KMB
10,2011,$3.99,KMB
11,2010,$4.45,KMB
12,2009,$4.52,KMB
0,2021,$1.60,KIM
1,2020,$2.25,KIM
2,2019,$0.80,KIM
3,2018,$1.02,KIM
4,2017,$0.87,KIM
5,2016,$0.79,KIM
6,2015,$2.00,KIM
7,2014,$0.89,KIM
8,2013,$0.43,KIM
9,2012,$0.42,KIM
10,2011,$0.27,KIM
11,2010,$0.22,KIM
12,2009,$-0.15,KIM
0,2021,$0.78,KMI
1,2020,$0.05,KMI
2,2019,$0.96,KMI
3,2018,$0.66,KMI
4,2017,$0.01,KMI
5,2016,$0.25,KMI
6,2015,$0.10,KMI
7,2014,$0.89,KMI
8,2013,$1.15,KMI
9,2012,$0.35,KMI
10,2011,$0.46,KMI
11,2010,$0.00,KMI
12,2009,$0.00,KMI
0,2022,$21.92,KLAC
1,2021,$13.37,KLAC
2,2020,$7.70,KLAC
3,2019,$7.49,KLAC
4,2018,$5.10,KLAC
5,2017,$5.88,KLAC
6,2016,$4.49,KLAC
7,2015,$2.24,KLAC
8,2014,$3.47,KLAC
9,2013,$3.21,KLAC
10,2012,$4.44,KLAC
11,2011,$4.66,KLAC
12,2010,$1.23,KLAC
13,2009,$-3.07,KLAC
0,2021,$0.82,KHC
1,2020,$0.29,KHC
2,2019,$1.58,KHC
3,2018,$-8.36,KHC
4,2017,$8.91,KHC
5,2016,$2.78,KHC
6,2015,$-0.34,KHC
7,2014,$-0.17,KHC
8,2013,$3.14,KHC
9,2012,$2.75,KHC
10,2011,$3.00,KHC
11,2010,$5.98,KHC
0,2022,$2.17,KR
1,2021,$3.27,KR
2,2020,$2.04,KR
3,2019,$3.76,KR
4,2018,$2.09,KR
5,2017,$2.05,KR
6,2016,$2.06,KR
7,2015,$1.72,KR
8,2014,$1.45,KR
9,2013,$1.39,KR
10,2012,$0.51,KR
11,2011,$0.87,KR
12,2010,$0.06,KR
13,2009,$0.95,KR
0,2021,$9.09,LHX
1,2020,$5.19,LHX
2,2019,$7.86,LHX
3,2018,$5.76,LHX
4,2017,$4.36,LHX
5,2016,$2.59,LHX
6,2015,$3.11,LHX
7,2014,$4.95,LHX
8,2013,$1.01,LHX
9,2012,$0.26,LHX
10,2011,$4.60,LHX
11,2010,$4.28,LHX
12,2009,$0.28,LHX
0,2021,$24.39,LH
1,2020,$15.88,LH
2,2019,$8.35,LH
3,2018,$8.61,LH
4,2017,$11.81,LH
5,2016,$6.82,LH
6,2015,$4.35,LH
7,2014,$5.91,LH
8,2013,$6.25,LH
9,2012,$5.99,LH
10,2011,$5.11,LH
11,2010,$5.29,LH
12,2009,$4.98,LH
0,2022,$32.75,LRCX
1,2021,$26.90,LRCX
2,2020,$15.10,LRCX
3,2019,$13.70,LRCX
4,2018,$13.17,LRCX
5,2017,$9.24,LRCX
6,2016,$5.22,LRCX
7,2015,$3.70,LRCX
8,2014,$3.62,LRCX
9,2013,$0.66,LRCX
10,2012,$1.35,LRCX
11,2011,$5.79,LRCX
12,2010,$2.71,LRCX
13,2009,$-2.41,LRCX
0,2021,$-1.26,LVS
1,2020,$-2.21,LVS
2,2019,$3.50,LVS
3,2018,$3.07,LVS
4,2017,$3.55,LVS
5,2016,$2.11,LVS
6,2015,$2.47,LVS
7,2014,$3.52,LVS
8,2013,$2.79,LVS
9,2012,$1.85,LVS
10,2011,$1.56,LVS
11,2010,$0.51,LVS
12,2009,$-0.82,LVS
0,2021,$5.27,LDOS
1,2020,$4.36,LDOS
2,2019,$4.60,LDOS
3,2018,$3.80,LDOS
4,2017,$2.38,LDOS
5,2016,$2.35,LDOS
6,2015,$3.27,LDOS
7,2015,$-4.36,LDOS
8,2014,$1.94,LDOS
9,2013,$6.19,LDOS
10,2012,$0.68,LDOS
11,2011,$6.56,LDOS
12,2010,$4.92,LDOS
13,2009,$4.36,LDOS
0,2021,$14.27,LEN
1,2020,$7.85,LEN
2,2019,$5.74,LEN
3,2018,$5.44,LEN
4,2017,$3.38,LEN
5,2016,$3.86,LEN
6,2015,$3.39,LEN
7,2014,$2.80,LEN
8,2013,$2.15,LEN
9,2012,$3.11,LEN
10,2011,$0.48,LEN
11,2010,$0.51,LEN
12,2009,$-2.45,LEN
0,2021,$7.43,LNC
1,2020,$2.56,LNC
2,2019,$4.38,LNC
3,2018,$7.40,LNC
4,2017,$9.22,LNC
5,2016,$5.03,LNC
6,2015,$4.51,LNC
7,2014,$5.67,LNC
8,2013,$4.52,LNC
9,2012,$4.56,LNC
10,2011,$0.69,LNC
11,2010,$2.30,LNC
12,2009,$-1.85,LNC
0,2021,$7.33,LIN
1,2020,$4.71,LIN
2,2019,$4.19,LIN
3,2018,$13.11,LIN
4,2017,$4.32,LIN
5,2016,$5.21,LIN
6,2015,$5.35,LIN
7,2014,$5.73,LIN
8,2013,$5.87,LIN
9,2012,$5.61,LIN
10,2011,$5.45,LIN
11,2010,$3.84,LIN
12,2009,$4.01,LIN
0,2021,$-3.09,LYV
1,2020,$-8.12,LYV
2,2019,$-0.02,LYV
3,2018,$-0.09,LYV
4,2017,$-0.48,LYV
5,2016,$-0.23,LYV
6,2015,$-0.33,LYV
7,2014,$-0.49,LYV
8,2013,$-0.23,LYV
9,2012,$-0.88,LYV
10,2011,$-0.46,LYV
11,2010,$-1.39,LYV
12,2009,$-0.73,LYV
0,2021,$3.66,LKQ
1,2020,$2.09,LKQ
2,2019,$1.74,LKQ
3,2018,$1.52,LKQ
4,2017,$1.72,LKQ
5,2016,$1.50,LKQ
6,2015,$1.38,LKQ
7,2014,$1.25,LKQ
8,2013,$1.02,LKQ
9,2012,$0.87,LKQ
10,2011,$0.71,LKQ
11,2010,$0.58,LKQ
12,2009,$0.45,LKQ
0,2021,$22.76,LMT
1,2020,$24.30,LMT
2,2019,$21.95,LMT
3,2018,$17.59,LMT
4,2017,$6.75,LMT
5,2016,$17.07,LMT
6,2015,$11.46,LMT
7,2014,$11.21,LMT
8,2013,$9.13,LMT
9,2012,$8.36,LMT
10,2011,$7.81,LMT
11,2010,$7.81,LMT
12,2009,$7.64,LMT
0,2021,$6.07,L
1,2020,$-3.32,L
2,2019,$3.07,L
3,2018,$1.99,L
4,2017,$3.45,L
5,2016,$1.93,L
6,2015,$0.72,L
7,2014,$1.55,L
8,2013,$1.53,L
9,2012,$1.43,L
10,2011,$2.62,L
11,2010,$3.07,L
12,2009,$1.30,L
0,2022,$12.04,LOW
1,2021,$7.75,LOW
2,2020,$5.49,LOW
3,2019,$2.84,LOW
4,2018,$4.09,LOW
5,2017,$3.47,LOW
6,2016,$2.73,LOW
7,2015,$2.71,LOW
8,2014,$2.14,LOW
9,2013,$1.69,LOW
10,2012,$1.43,LOW
11,2011,$1.42,LOW
12,2010,$1.21,LOW
13,2009,$1.49,LOW
0,2021,$1.91,LUMN
1,2020,$-1.14,LUMN
2,2019,$-4.92,LUMN
3,2018,$-1.63,LUMN
4,2017,$2.21,LUMN
5,2016,$1.16,LUMN
6,2015,$1.58,LUMN
7,2014,$1.36,LUMN
8,2013,$-0.40,LUMN
9,2012,$1.25,LUMN
10,2011,$1.07,LUMN
11,2010,$3.13,LUMN
12,2009,$3.23,LUMN
0,2021,$16.75,LYB
1,2020,$4.24,LYB
2,2019,$9.58,LYB
3,2018,$12.01,LYB
4,2017,$12.23,LYB
5,2016,$9.13,LYB
6,2015,$9.59,LYB
7,2014,$7.99,LYB
8,2013,$6.75,LYB
9,2012,$4.92,LYB
10,2011,$3.74,LYB
11,2010,$17.98,LYB
12,2009,$0.00,LYB
0,2021,$13.80,MTB
1,2020,$9.94,MTB
2,2019,$13.75,MTB
3,2018,$12.74,MTB
4,2017,$8.70,MTB
5,2016,$7.78,MTB
6,2015,$7.18,MTB
7,2014,$7.42,MTB
8,2013,$8.20,MTB
9,2012,$7.54,MTB
10,2011,$6.35,MTB
11,2010,$5.69,MTB
12,2009,$2.89,MTB
0,2021,$1.20,MRO
1,2020,$-1.83,MRO
2,2019,$0.59,MRO
3,2018,$1.29,MRO
4,2017,$-6.73,MRO
5,2016,$-2.61,MRO
6,2015,$-3.26,MRO
7,2014,$4.46,MRO
8,2013,$2.47,MRO
9,2012,$2.23,MRO
10,2011,$4.13,MRO
11,2010,$3.61,MRO
12,2009,$2.06,MRO
0,2021,$15.24,MPC
1,2020,$-15.13,MPC
2,2019,$3.97,MPC
3,2018,$5.28,MPC
4,2017,$6.70,MPC
5,2016,$2.21,MPC
6,2015,$5.26,MPC
7,2014,$4.39,MPC
8,2013,$3.32,MPC
9,2012,$4.95,MPC
10,2011,$3.34,MPC
11,2010,$0.87,MPC
12,2009,$0.63,MPC
0,2021,$6.77,MKTX
1,2020,$7.85,MKTX
2,2019,$5.40,MKTX
3,2018,$4.57,MKTX
4,2017,$3.89,MKTX
5,2016,$3.34,MKTX
6,2015,$2.55,MKTX
7,2014,$1.97,MKTX
8,2013,$2.01,MKTX
9,2012,$1.59,MKTX
10,2011,$1.20,MKTX
11,2010,$0.80,MKTX
12,2009,$0.42,MKTX
0,2021,$3.34,MAR
1,2020,$-0.82,MAR
2,2019,$3.80,MAR
3,2018,$5.38,MAR
4,2017,$3.84,MAR
5,2016,$2.73,MAR
6,2015,$3.15,MAR
7,2014,$2.54,MAR
8,2013,$2.00,MAR
9,2012,$1.72,MAR
10,2011,$0.55,MAR
11,2010,$1.21,MAR
12,2009,$-0.97,MAR
0,2021,$6.13,MMC
1,2020,$3.94,MMC
2,2019,$3.41,MMC
3,2018,$3.23,MMC
4,2017,$2.87,MMC
5,2016,$3.38,MMC
6,2015,$2.98,MMC
7,2014,$2.65,MMC
8,2013,$2.43,MMC
9,2012,$2.13,MMC
10,2011,$1.79,MMC
11,2010,$1.55,MMC
12,2009,$0.42,MMC
0,2021,$11.22,MLM
1,2020,$11.54,MLM
2,2019,$9.74,MLM
3,2018,$7.43,MLM
4,2017,$11.25,MLM
5,2016,$6.63,MLM
6,2015,$4.29,MLM
7,2014,$2.71,MLM
8,2013,$2.61,MLM
9,2012,$1.83,MLM
10,2011,$1.78,MLM
11,2010,$2.10,MLM
12,2009,$1.91,MLM
0,2021,$1.62,MAS
1,2020,$4.59,MAS
2,2019,$3.22,MAS
3,2018,$2.37,MAS
4,2017,$1.66,MAS
5,2016,$1.48,MAS
6,2015,$1.02,MAS
7,2014,$2.38,MAS
8,2013,$0.80,MAS
9,2012,$-0.33,MAS
10,2011,$-1.66,MAS
11,2010,$-3.00,MAS
12,2009,$-0.53,MAS
0,2021,$8.76,MA
1,2020,$6.37,MA
2,2019,$7.94,MA
3,2018,$5.60,MA
4,2017,$3.65,MA
5,2016,$3.69,MA
6,2015,$3.35,MA
7,2014,$3.10,MA
8,2013,$2.56,MA
9,2012,$2.19,MA
10,2011,$1.48,MA
11,2010,$1.41,MA
12,2009,$1.12,MA
0,2021,$0.93,MTCH
1,2020,$0.66,MTCH
2,2019,$2.15,MTCH
3,2018,$3.05,MTCH
4,2017,$3.18,MTCH
5,2016,$-0.52,MTCH
6,2015,$1.33,MTCH
7,2014,$4.68,MTCH
8,2013,$3.29,MTCH
9,2012,$1.71,MTCH
10,2011,$1.85,MTCH
11,2010,$0.93,MTCH
12,2009,$-7.06,MTCH
0,2021,$2.80,MKC
1,2020,$2.78,MKC
2,2019,$2.62,MKC
3,2018,$3.50,MKC
4,2017,$1.86,MKC
5,2016,$1.85,MKC
6,2015,$1.56,MKC
7,2014,$1.67,MKC
8,2013,$1.46,MKC
9,2012,$1.52,MKC
10,2011,$1.40,MKC
11,2010,$1.38,MKC
12,2009,$1.14,MKC
0,2021,$10.04,MCD
1,2020,$6.31,MCD
2,2019,$7.88,MCD
3,2018,$7.54,MCD
4,2017,$6.37,MCD
5,2016,$5.44,MCD
6,2015,$4.80,MCD
7,2014,$4.82,MCD
8,2013,$5.55,MCD
9,2012,$5.36,MCD
10,2011,$5.27,MCD
11,2010,$4.58,MCD
12,2009,$4.11,MCD
0,2022,$7.23,MCK
1,2021,$-28.26,MCK
2,2020,$4.95,MCK
3,2019,$0.17,MCK
4,2018,$0.32,MCK
5,2017,$22.73,MCK
6,2016,$9.70,MCK
7,2015,$6.27,MCK
8,2014,$5.41,MCK
9,2013,$5.59,MCK
10,2012,$5.59,MCK
11,2011,$4.57,MCK
12,2010,$4.62,MCK
13,2009,$2.95,MCK
0,2022,$3.73,MDT
1,2021,$2.66,MDT
2,2020,$3.54,MDT
3,2019,$3.41,MDT
4,2018,$2.27,MDT
5,2017,$2.89,MDT
6,2016,$2.48,MDT
7,2015,$2.41,MDT
8,2014,$3.02,MDT
9,2013,$3.37,MDT
10,2012,$3.41,MDT
11,2011,$2.86,MDT
12,2010,$2.79,MDT
13,2009,$1.84,MDT
0,2021,$5.14,MRK
1,2020,$2.78,MRK
2,2019,$3.81,MRK
3,2018,$2.32,MRK
4,2017,$0.87,MRK
5,2016,$1.41,MRK
6,2015,$1.56,MRK
7,2014,$4.07,MRK
8,2013,$1.47,MRK
9,2012,$2.00,MRK
10,2011,$2.02,MRK
11,2010,$0.28,MRK
12,2009,$5.65,MRK
0,2021,$13.77,META
1,2020,$10.09,META
2,2019,$6.43,META
3,2018,$7.57,META
4,2017,$5.39,META
5,2016,$3.49,META
6,2015,$1.29,META
7,2014,$1.10,META
8,2013,$0.60,META
9,2012,$0.01,META
10,2011,$0.46,META
11,2010,$0.28,META
12,2009,$0.10,META
0,2021,$7.31,MET
1,2020,$5.68,MET
2,2019,$6.06,MET
3,2018,$4.91,MET
4,2017,$3.62,MET
5,2016,$0.67,MET
6,2015,$4.62,MET
7,2014,$5.42,MET
8,2013,$2.91,MET
9,2012,$1.12,MET
10,2011,$5.76,MET
11,2010,$2.86,MET
12,2009,$-2.89,MET
0,2021,$32.78,MTD
1,2020,$24.91,MTD
2,2019,$22.47,MTD
3,2018,$19.88,MTD
4,2017,$14.24,MTD
5,2016,$14.22,MTD
6,2015,$12.48,MTD
7,2014,$11.44,MTD
8,2013,$9.96,MTD
9,2012,$9.14,MTD
10,2011,$8.21,MTD
11,2010,$6.80,MTD
12,2009,$5.03,MTD
0,2021,$2.41,MGM
1,2020,$-2.02,MGM
2,2019,$3.88,MGM
3,2018,$0.81,MGM
4,2017,$3.34,MGM
5,2016,$1.92,MGM
6,2015,$-0.82,MGM
7,2014,$-0.31,MGM
8,2013,$-0.35,MGM
9,2012,$-3.62,MGM
10,2011,$5.62,MGM
11,2010,$-3.19,MGM
12,2009,$-3.41,MGM
0,2022,$2.27,MCHP
1,2021,$0.65,MCHP
2,2020,$1.11,MCHP
3,2019,$0.71,MCHP
4,2018,$0.52,MCHP
5,2017,$0.36,MCHP
6,2016,$0.75,MCHP
7,2015,$0.83,MCHP
8,2014,$0.91,MCHP
9,2013,$0.31,MCHP
10,2012,$0.83,MCHP
11,2011,$1.08,MCHP
12,2010,$0.58,MCHP
13,2009,$0.66,MCHP
0,2022,$7.75,MU
1,2021,$5.14,MU
2,2020,$2.37,MU
3,2019,$5.51,MU
4,2018,$11.51,MU
5,2017,$4.41,MU
6,2016,$-0.27,MU
7,2015,$2.47,MU
8,2014,$2.54,MU
9,2013,$1.13,MU
10,2012,$-1.04,MU
11,2011,$0.17,MU
12,2010,$1.85,MU
13,2009,$-2.35,MU
0,2022,$9.65,MSFT
1,2021,$8.05,MSFT
2,2020,$5.76,MSFT
3,2019,$5.06,MSFT
4,2018,$2.13,MSFT
5,2017,$3.25,MSFT
6,2016,$2.56,MSFT
7,2015,$1.48,MSFT
8,2014,$2.63,MSFT
9,2013,$2.58,MSFT
10,2012,$2.00,MSFT
11,2011,$2.69,MSFT
12,2010,$2.10,MSFT
13,2009,$1.62,MSFT
0,2021,$4.61,MAA
1,2020,$2.19,MAA
2,2019,$3.07,MAA
3,2018,$1.93,MAA
4,2017,$2.86,MAA
5,2016,$2.69,MAA
6,2015,$4.41,MAA
7,2014,$1.97,MAA
8,2013,$2.25,MAA
9,2012,$2.56,MAA
10,2011,$1.31,MAA
11,2010,$0.56,MAA
12,2009,$0.85,MAA
0,2021,$28.29,MRNA
1,2020,$-1.96,MRNA
2,2019,$-1.55,MRNA
3,2018,$-4.95,MRNA
4,2017,$-4.18,MRNA
5,2016,$-3.79,MRNA
0,2021,$14.94,MHK
1,2020,$7.22,MHK
2,2019,$10.30,MHK
3,2018,$11.47,MHK
4,2017,$12.98,MHK
5,2016,$12.48,MHK
6,2015,$8.31,MHK
7,2014,$7.25,MHK
8,2013,$4.82,MHK
9,2012,$3.61,MHK
10,2011,$2.52,MHK
11,2010,$2.65,MHK
12,2009,$-0.08,MHK
0,2021,$11.25,MOH
1,2020,$11.23,MOH
2,2019,$11.47,MOH
3,2018,$10.61,MOH
4,2017,$-9.07,MOH
5,2016,$0.92,MOH
6,2015,$2.58,MOH
7,2014,$1.29,MOH
8,2013,$1.13,MOH
9,2012,$0.21,MOH
10,2011,$0.45,MOH
11,2010,$1.32,MOH
12,2009,$0.79,MOH
0,2021,$4.62,TAP
1,2020,$-4.38,TAP
2,2019,$1.11,TAP
3,2018,$5.15,TAP
4,2017,$7.23,TAP
5,2016,$7.47,TAP
6,2015,$2.12,TAP
7,2014,$2.76,TAP
8,2013,$3.08,TAP
9,2012,$2.44,TAP
10,2011,$3.63,TAP
11,2010,$3.78,TAP
12,2009,$3.87,TAP
0,2021,$3.04,MDLZ
1,2020,$2.47,MDLZ
2,2019,$2.69,MDLZ
3,2018,$2.23,MDLZ
4,2017,$1.85,MDLZ
5,2016,$1.04,MDLZ
6,2015,$4.44,MDLZ
7,2014,$1.28,MDLZ
8,2013,$2.19,MDLZ
9,2012,$1.71,MDLZ
10,2011,$2.01,MDLZ
11,2010,$2.39,MDLZ
12,2009,$2.03,MDLZ
0,2021,$5.05,MPWR
1,2020,$3.50,MPWR
2,2019,$2.38,MPWR
3,2018,$2.36,MPWR
4,2017,$1.50,MPWR
5,2016,$1.26,MPWR
6,2015,$0.86,MPWR
7,2014,$0.89,MPWR
8,2013,$0.59,MPWR
9,2012,$0.43,MPWR
10,2011,$0.38,MPWR
11,2010,$0.78,MPWR
12,2009,$0.54,MPWR
0,2021,$2.57,MNST
1,2020,$2.64,MNST
2,2019,$2.03,MNST
3,2018,$1.76,MNST
4,2017,$1.42,MNST
5,2016,$1.19,MNST
6,2015,$0.95,MNST
7,2014,$0.92,MNST
8,2013,$0.65,MNST
9,2012,$0.62,MNST
10,2011,$0.51,MNST
11,2010,$0.38,MNST
12,2009,$0.37,MNST
0,2021,$11.78,MCO
1,2020,$9.39,MCO
2,2019,$7.42,MCO
3,2018,$6.74,MCO
4,2017,$5.15,MCO
5,2016,$1.36,MCO
6,2015,$4.63,MCO
7,2014,$4.61,MCO
8,2013,$3.60,MCO
9,2012,$3.05,MCO
10,2011,$2.49,MCO
11,2010,$2.15,MCO
12,2009,$1.69,MCO
0,2021,$8.03,MS
1,2020,$6.46,MS
2,2019,$5.19,MS
3,2018,$4.73,MS
4,2017,$3.07,MS
5,2016,$2.92,MS
6,2015,$2.90,MS
7,2014,$1.60,MS
8,2013,$1.36,MS
9,2012,$-0.02,MS
10,2011,$1.23,MS
11,2010,$2.63,MS
12,2009,$-0.77,MS
0,2021,$4.27,MOS
1,2020,$1.75,MOS
2,2019,$-2.78,MOS
3,2018,$1.22,MOS
4,2017,$-0.31,MOS
5,2016,$0.85,MOS
6,2015,$2.78,MOS
7,2014,$2.68,MOS
8,2013,$0.80,MOS
9,2013,$4.42,MOS
10,2012,$4.42,MOS
11,2011,$5.62,MOS
12,2010,$1.85,MOS
13,2009,$5.27,MOS
0,2021,$7.17,MSI
1,2020,$5.45,MSI
2,2019,$4.95,MSI
3,2018,$5.62,MSI
4,2017,$-0.95,MSI
5,2016,$3.24,MSI
6,2015,$3.02,MSI
7,2014,$5.29,MSI
8,2013,$4.06,MSI
9,2012,$2.96,MSI
10,2011,$3.41,MSI
11,2010,$1.87,MSI
12,2009,$-0.16,MSI
0,2021,$8.70,MSCI
1,2020,$7.12,MSCI
2,2019,$6.59,MSCI
3,2018,$5.66,MSCI
4,2017,$3.31,MSCI
5,2016,$2.70,MSCI
6,2015,$2.03,MSCI
7,2014,$2.43,MSCI
8,2013,$1.83,MSCI
9,2012,$1.48,MSCI
10,2011,$1.41,MSCI
11,2010,$0.00,MSCI
12,2010,$0.81,MSCI
13,2009,$0.80,MSCI
0,2021,$2.35,NDAQ
1,2020,$1.86,NDAQ
2,2019,$1.54,NDAQ
3,2018,$0.91,NDAQ
4,2017,$1.43,NDAQ
5,2016,$0.21,NDAQ
6,2015,$0.83,NDAQ
7,2014,$0.80,NDAQ
8,2013,$0.75,NDAQ
9,2012,$0.68,NDAQ
10,2011,$0.72,NDAQ
11,2010,$0.64,NDAQ
12,2009,$0.42,NDAQ
0,2022,$4.09,NTAP
1,2021,$3.23,NTAP
2,2020,$3.52,NTAP
3,2019,$4.51,NTAP
4,2018,$0.42,NTAP
5,2017,$1.71,NTAP
6,2016,$0.77,NTAP
7,2015,$1.75,NTAP
8,2014,$1.83,NTAP
9,2013,$1.37,NTAP
10,2012,$1.58,NTAP
11,2011,$1.71,NTAP
12,2010,$1.13,NTAP
13,2009,$0.19,NTAP
0,2021,$11.24,NFLX
1,2020,$6.08,NFLX
2,2019,$4.13,NFLX
3,2018,$2.68,NFLX
4,2017,$1.25,NFLX
5,2016,$0.43,NFLX
6,2015,$0.28,NFLX
7,2014,$0.62,NFLX
8,2013,$0.26,NFLX
9,2012,$0.04,NFLX
10,2011,$0.59,NFLX
11,2010,$0.42,NFLX
12,2009,$0.28,NFLX
0,2021,$1.34,NWL
1,2020,$-1.82,NWL
2,2019,$0.25,NWL
3,2018,$-14.65,NWL
4,2017,$5.63,NWL
5,2016,$1.25,NWL
6,2015,$1.29,NWL
