,Quarterly,eps_value,ticker
0,2022-09-30,$6.77,MMM
1,2022-06-30,$0.14,MMM
2,2022-03-31,$2.26,MMM
3,2021-12-31,$2.31,MMM
4,2021-09-30,$2.45,MMM
5,2021-06-30,$2.59,MMM
6,2021-03-31,$2.77,MMM
7,2020-12-31,$2.41,MMM
8,2020-09-30,$2.45,MMM
9,2020-06-30,$2.25,MMM
10,2020-03-31,$2.25,MMM
11,2019-12-31,$1.57,MMM
12,2019-09-30,$2.72,MMM
13,2019-06-30,$1.92,MMM
14,2019-03-31,$1.51,MMM
15,2018-12-31,$2.26,MMM
16,2018-09-30,$2.58,MMM
17,2018-06-30,$3.07,MMM
18,2018-03-31,$0.98,MMM
19,2017-12-31,$0.86,MMM
20,2017-09-30,$2.33,MMM
21,2017-06-30,$2.58,MMM
22,2017-03-31,$2.16,MMM
23,2016-12-31,$1.88,MMM
24,2016-09-30,$2.15,MMM
25,2016-06-30,$2.08,MMM
26,2016-03-31,$2.05,MMM
27,2015-12-31,$1.66,MMM
28,2015-09-30,$2.05,MMM
29,2015-06-30,$2.02,MMM
30,2015-03-31,$1.85,MMM
31,2014-12-31,$1.81,MMM
32,2014-09-30,$1.98,MMM
33,2014-06-30,$1.91,MMM
34,2014-03-31,$1.79,MMM
35,2013-12-31,$1.62,MMM
36,2013-09-30,$1.78,MMM
37,2013-06-30,$1.71,MMM
38,2013-03-31,$1.61,MMM
39,2012-12-31,$1.42,MMM
40,2012-09-30,$1.65,MMM
41,2012-06-30,$1.66,MMM
42,2012-03-31,$1.59,MMM
43,2011-12-31,$1.35,MMM
44,2011-09-30,$1.52,MMM
45,2011-06-30,$1.60,MMM
46,2011-03-31,$1.49,MMM
47,2010-12-31,$1.27,MMM
48,2010-09-30,$1.53,MMM
49,2010-06-30,$1.54,MMM
50,2010-03-31,$1.29,MMM
51,2009-12-31,$1.31,MMM
52,2009-09-30,$1.35,MMM
53,2009-06-30,$1.12,MMM
54,2009-03-31,$0.74,MMM
0,2022-09-30,$0.71,AOS
1,2022-06-30,$0.81,AOS
2,2022-03-31,$0.76,AOS
3,2021-12-31,$0.87,AOS
4,2021-09-30,$0.82,AOS
5,2021-06-30,$0.73,AOS
6,2021-03-31,$0.60,AOS
7,2020-12-31,$0.73,AOS
8,2020-09-30,$0.65,AOS
9,2020-06-30,$0.42,AOS
10,2020-03-31,$0.32,AOS
11,2019-12-31,$0.55,AOS
12,2019-09-30,$0.53,AOS
13,2019-06-30,$0.61,AOS
14,2019-03-31,$0.53,AOS
15,2018-12-31,$0.74,AOS
16,2018-09-30,$0.61,AOS
17,2018-06-30,$0.66,AOS
18,2018-03-31,$0.57,AOS
19,2017-12-31,$0.13,AOS
20,2017-09-30,$0.54,AOS
21,2017-06-30,$0.53,AOS
22,2017-03-31,$0.50,AOS
23,2016-12-31,$0.48,AOS
24,2016-09-30,$0.47,AOS
25,2016-06-30,$0.49,AOS
26,2016-03-31,$0.41,AOS
27,2015-12-31,$0.45,AOS
28,2015-09-30,$0.41,AOS
29,2015-06-30,$0.40,AOS
30,2015-03-31,$0.33,AOS
31,2014-12-31,$0.29,AOS
32,2014-09-30,$0.28,AOS
33,2014-06-30,$0.32,AOS
34,2014-03-31,$0.26,AOS
35,2013-12-31,$0.23,AOS
36,2013-09-30,$0.25,AOS
37,2013-06-30,$0.23,AOS
38,2013-03-31,$0.21,AOS
39,2012-12-31,$0.34,AOS
40,2012-09-30,$0.20,AOS
41,2012-06-30,$0.19,AOS
42,2012-03-31,$0.13,AOS
43,2011-12-31,$0.17,AOS
44,2011-09-30,$0.98,AOS
45,2011-06-30,$0.27,AOS
46,2011-03-31,$0.22,AOS
47,2010-12-31,$0.18,AOS
48,2010-09-30,$0.17,AOS
49,2010-06-30,$0.09,AOS
50,2010-03-31,$0.17,AOS
51,2009-12-31,$0.13,AOS
52,2009-09-30,$0.19,AOS
53,2009-06-30,$0.14,AOS
54,2009-03-31,$0.05,AOS
0,2022-09-30,$0.81,ABT
1,2022-06-30,$1.14,ABT
2,2022-03-31,$1.37,ABT
3,2021-12-31,$1.11,ABT
4,2021-09-30,$1.17,ABT
5,2021-06-30,$0.66,ABT
6,2021-03-31,$1.00,ABT
7,2020-12-31,$1.20,ABT
8,2020-09-30,$0.69,ABT
9,2020-06-30,$0.30,ABT
10,2020-03-31,$0.31,ABT
11,2019-12-31,$0.59,ABT
12,2019-09-30,$0.53,ABT
13,2019-06-30,$0.56,ABT
14,2019-03-31,$0.38,ABT
15,2018-12-31,$0.37,ABT
16,2018-09-30,$0.32,ABT
17,2018-06-30,$0.41,ABT
18,2018-03-31,$0.23,ABT
19,2017-12-31,$-0.47,ABT
20,2017-09-30,$0.34,ABT
21,2017-06-30,$0.16,ABT
22,2017-03-31,$0.24,ABT
23,2016-12-31,$0.54,ABT
24,2016-09-30,$-0.22,ABT
25,2016-06-30,$0.41,ABT
26,2016-03-31,$0.21,ABT
27,2015-12-31,$0.51,ABT
28,2015-09-30,$0.38,ABT
29,2015-06-30,$0.52,ABT
30,2015-03-31,$1.51,ABT
31,2014-12-31,$0.59,ABT
32,2014-09-30,$0.36,ABT
33,2014-06-30,$0.30,ABT
34,2014-03-31,$0.24,ABT
35,2013-12-31,$0.37,ABT
36,2013-09-30,$0.61,ABT
37,2013-06-30,$0.30,ABT
38,2013-03-31,$0.34,ABT
39,2012-12-31,$0.65,ABT
40,2012-09-30,$1.21,ABT
41,2012-06-30,$1.08,ABT
42,2012-03-31,$0.78,ABT
43,2011-12-31,$1.02,ABT
44,2011-09-30,$0.19,ABT
45,2011-06-30,$1.23,ABT
46,2011-03-31,$0.55,ABT
47,2010-12-31,$0.92,ABT
48,2010-09-30,$0.57,ABT
49,2010-06-30,$0.83,ABT
50,2010-03-31,$0.64,ABT
51,2009-12-31,$0.99,ABT
52,2009-09-30,$0.95,ABT
53,2009-06-30,$0.83,ABT
54,2009-03-31,$0.92,ABT
0,2022-09-30,$2.21,ABBV
1,2022-06-30,$0.51,ABBV
2,2022-03-31,$2.51,ABBV
3,2021-12-31,$2.26,ABBV
4,2021-09-30,$1.78,ABBV
5,2021-06-30,$0.42,ABBV
6,2021-03-31,$1.99,ABBV
7,2020-12-31,$-0.13,ABBV
8,2020-09-30,$1.29,ABBV
9,2020-06-30,$-0.46,ABBV
10,2020-03-31,$2.02,ABBV
11,2019-12-31,$1.88,ABBV
12,2019-09-30,$1.26,ABBV
13,2019-06-30,$0.49,ABBV
14,2019-03-31,$1.65,ABBV
15,2018-12-31,$-1.15,ABBV
16,2018-09-30,$1.81,ABBV
17,2018-06-30,$1.26,ABBV
18,2018-03-31,$1.74,ABBV
19,2017-12-31,$0.04,ABBV
20,2017-09-30,$1.01,ABBV
21,2017-06-30,$1.19,ABBV
22,2017-03-31,$1.06,ABBV
23,2016-12-31,$0.85,ABBV
24,2016-09-30,$0.97,ABBV
25,2016-06-30,$0.98,ABBV
26,2016-03-31,$0.83,ABBV
27,2015-12-31,$0.93,ABBV
28,2015-09-30,$0.74,ABBV
29,2015-06-30,$0.83,ABBV
30,2015-03-31,$0.63,ABBV
31,2014-12-31,$-0.50,ABBV
32,2014-09-30,$0.31,ABBV
33,2014-06-30,$0.68,ABBV
34,2014-03-31,$0.61,ABBV
35,2013-12-31,$0.70,ABBV
36,2013-09-30,$0.60,ABBV
37,2013-06-30,$0.66,ABBV
38,2013-03-31,$0.60,ABBV
39,2012-12-31,$0.98,ABBV
40,2012-09-30,$1.01,ABBV
41,2012-06-30,$0.80,ABBV
42,2012-03-31,$0.56,ABBV
43,2011-12-31,$0.73,ABBV
44,2011-09-30,$0.01,ABBV
45,2011-06-30,$0.98,ABBV
46,2011-03-31,$0.00,ABBV
47,2010-12-31,$0.00,ABBV
48,2009-12-31,$0.00,ABBV
0,2022-09-30,$2.32,ABMD
1,2022-06-30,$1.19,ABMD
2,2022-03-31,$1.33,ABMD
3,2021-12-31,$1.00,ABMD
4,2021-09-30,$1.24,ABMD
5,2021-06-30,$-0.59,ABMD
6,2021-03-31,$1.25,ABMD
7,2020-12-31,$1.35,ABMD
8,2020-09-30,$1.36,ABMD
9,2020-06-30,$0.98,ABMD
10,2020-03-31,$0.71,ABMD
11,2019-12-31,$1.51,ABMD
12,2019-09-30,$0.28,ABMD
13,2019-06-30,$1.93,ABMD
14,2019-03-31,$1.60,ABMD
15,2018-12-31,$0.97,ABMD
16,2018-09-30,$1.09,ABMD
17,2018-06-30,$1.95,ABMD
18,2018-03-31,$0.80,ABMD
19,2017-12-31,$0.29,ABMD
20,2017-09-30,$0.54,ABMD
21,2017-06-30,$0.82,ABMD
22,2017-03-31,$0.34,ABMD
23,2016-12-31,$0.34,ABMD
24,2016-09-30,$0.20,ABMD
25,2016-06-30,$0.29,ABMD
26,2016-03-31,$0.25,ABMD
27,2015-12-31,$0.23,ABMD
28,2015-09-30,$0.17,ABMD
29,2015-06-30,$0.20,ABMD
30,2015-03-31,$2.30,ABMD
31,2014-12-31,$0.30,ABMD
32,2014-09-30,$0.09,ABMD
33,2014-06-30,$-0.04,ABMD
34,2014-03-31,$0.08,ABMD
35,2013-12-31,$0.11,ABMD
36,2013-09-30,$0.03,ABMD
37,2013-06-30,$-0.04,ABMD
38,2013-03-31,$0.09,ABMD
39,2012-12-31,$0.07,ABMD
40,2012-09-30,$0.13,ABMD
41,2012-06-30,$0.08,ABMD
42,2012-03-31,$0.07,ABMD
43,2011-12-31,$0.07,ABMD
44,2011-09-30,$0.02,ABMD
45,2011-06-30,$-0.12,ABMD
46,2011-03-31,$-0.05,ABMD
47,2010-12-31,$-0.02,ABMD
48,2010-09-30,$-0.09,ABMD
49,2010-06-30,$-0.16,ABMD
50,2010-03-31,$0.02,ABMD
51,2009-12-31,$-0.12,ABMD
52,2009-09-30,$-0.21,ABMD
53,2009-06-30,$-0.21,ABMD
54,2009-03-31,$-0.24,ABMD
0,2022-08-31,$2.60,ACN
1,2022-05-31,$2.79,ACN
2,2022-02-28,$2.54,ACN
3,2021-11-30,$2.78,ACN
4,2021-08-31,$2.21,ACN
5,2021-05-31,$2.40,ACN
6,2021-02-28,$2.23,ACN
7,2020-11-30,$2.32,ACN
8,2020-08-31,$1.99,ACN
9,2020-05-31,$1.90,ACN
10,2020-02-29,$1.91,ACN
11,2019-11-30,$2.09,ACN
12,2019-08-31,$1.74,ACN
13,2019-05-31,$1.93,ACN
14,2019-02-28,$1.73,ACN
15,2018-11-30,$1.96,ACN
16,2018-08-31,$1.58,ACN
17,2018-05-31,$1.60,ACN
18,2018-02-28,$1.37,ACN
19,2017-11-30,$1.79,ACN
20,2017-08-31,$1.48,ACN
21,2017-05-31,$1.05,ACN
22,2017-02-28,$1.33,ACN
23,2016-11-30,$1.58,ACN
24,2016-08-31,$1.68,ACN
25,2016-05-31,$1.41,ACN
26,2016-02-29,$2.08,ACN
27,2015-11-30,$1.28,ACN
28,2015-08-31,$1.15,ACN
29,2015-05-31,$1.24,ACN
30,2015-02-28,$1.08,ACN
31,2014-11-30,$1.29,ACN
32,2014-08-31,$1.08,ACN
33,2014-05-31,$1.26,ACN
34,2014-02-28,$1.03,ACN
35,2013-11-30,$1.15,ACN
36,2013-08-31,$1.01,ACN
37,2013-05-31,$1.21,ACN
38,2013-02-28,$1.65,ACN
39,2012-11-30,$1.06,ACN
40,2012-08-31,$0.88,ACN
41,2012-05-31,$1.03,ACN
42,2012-02-29,$0.97,ACN
43,2011-11-30,$0.96,ACN
44,2011-08-31,$0.90,ACN
45,2011-05-31,$0.93,ACN
46,2011-02-28,$0.75,ACN
47,2010-11-30,$0.81,ACN
48,2010-08-31,$0.66,ACN
49,2010-05-31,$0.73,ACN
50,2010-02-28,$0.60,ACN
51,2009-11-30,$0.67,ACN
52,2009-08-31,$0.39,ACN
53,2009-05-31,$0.68,ACN
54,2009-02-28,$0.63,ACN
0,2022-09-30,$0.55,ATVI
1,2022-06-30,$0.36,ATVI
2,2022-03-31,$0.50,ATVI
3,2021-12-31,$0.71,ATVI
4,2021-09-30,$0.82,ATVI
5,2021-06-30,$1.12,ATVI
6,2021-03-31,$0.79,ATVI
7,2020-12-31,$0.64,ATVI
8,2020-09-30,$0.78,ATVI
9,2020-06-30,$0.75,ATVI
10,2020-03-31,$0.65,ATVI
11,2019-12-31,$0.68,ATVI
12,2019-09-30,$0.26,ATVI
13,2019-06-30,$0.43,ATVI
14,2019-03-31,$0.58,ATVI
15,2018-12-31,$0.89,ATVI
16,2018-09-30,$0.34,ATVI
17,2018-06-30,$0.52,ATVI
18,2018-03-31,$0.65,ATVI
19,2017-12-31,$-0.77,ATVI
20,2017-09-30,$0.25,ATVI
21,2017-06-30,$0.32,ATVI
22,2017-03-31,$0.56,ATVI
23,2016-12-31,$0.34,ATVI
24,2016-09-30,$0.26,ATVI
25,2016-06-30,$0.20,ATVI
26,2016-03-31,$0.48,ATVI
27,2015-12-31,$0.20,ATVI
28,2015-09-30,$0.17,ATVI
29,2015-06-30,$0.29,ATVI
30,2015-03-31,$0.53,ATVI
31,2014-12-31,$0.48,ATVI
32,2014-09-30,$-0.03,ATVI
33,2014-06-30,$0.28,ATVI
34,2014-03-31,$0.40,ATVI
35,2013-12-31,$0.22,ATVI
36,2013-09-30,$0.05,ATVI
37,2013-06-30,$0.28,ATVI
38,2013-03-31,$0.40,ATVI
39,2012-12-31,$0.32,ATVI
40,2012-09-30,$0.20,ATVI
41,2012-06-30,$0.16,ATVI
42,2012-03-31,$0.33,ATVI
43,2011-12-31,$0.08,ATVI
44,2011-09-30,$0.13,ATVI
45,2011-06-30,$0.29,ATVI
46,2011-03-31,$0.42,ATVI
47,2010-12-31,$-0.18,ATVI
48,2010-09-30,$0.04,ATVI
49,2010-06-30,$0.17,ATVI
50,2010-03-31,$0.30,ATVI
51,2009-12-31,$-0.21,ATVI
52,2009-09-30,$0.01,ATVI
53,2009-06-30,$0.15,ATVI
54,2009-03-31,$0.14,ATVI
0,2022-08-31,$2.42,ADBE
1,2022-05-31,$2.49,ADBE
2,2022-02-28,$2.66,ADBE
3,2021-11-30,$2.57,ADBE
4,2021-08-31,$2.52,ADBE
5,2021-05-31,$2.32,ADBE
6,2021-02-28,$2.61,ADBE
7,2020-11-30,$4.63,ADBE
8,2020-08-31,$1.97,ADBE
9,2020-05-31,$2.27,ADBE
10,2020-02-29,$1.96,ADBE
11,2019-11-30,$1.74,ADBE
12,2019-08-31,$1.61,ADBE
13,2019-05-31,$1.29,ADBE
14,2019-02-28,$1.36,ADBE
15,2018-11-30,$1.36,ADBE
16,2018-08-31,$1.34,ADBE
17,2018-05-31,$1.33,ADBE
18,2018-02-28,$1.17,ADBE
19,2017-11-30,$0.99,ADBE
20,2017-08-31,$0.84,ADBE
21,2017-05-31,$0.75,ADBE
22,2017-02-28,$0.80,ADBE
23,2016-11-30,$0.80,ADBE
24,2016-08-31,$0.54,ADBE
25,2016-05-31,$0.48,ADBE
26,2016-02-29,$0.50,ADBE
27,2015-11-30,$0.44,ADBE
28,2015-08-31,$0.34,ADBE
29,2015-05-31,$0.29,ADBE
30,2015-02-28,$0.17,ADBE
31,2014-11-30,$0.18,ADBE
32,2014-08-31,$0.09,ADBE
33,2014-05-31,$0.17,ADBE
34,2014-02-28,$0.09,ADBE
35,2013-11-30,$0.12,ADBE
36,2013-08-31,$0.16,ADBE
37,2013-05-31,$0.15,ADBE
38,2013-02-28,$0.13,ADBE
39,2012-11-30,$0.44,ADBE
40,2012-08-31,$0.40,ADBE
41,2012-05-31,$0.45,ADBE
42,2012-02-29,$0.37,ADBE
43,2011-11-30,$0.35,ADBE
44,2011-08-31,$0.39,ADBE
45,2011-05-31,$0.45,ADBE
46,2011-02-28,$0.46,ADBE
47,2010-11-30,$0.51,ADBE
48,2010-08-31,$0.44,ADBE
49,2010-05-31,$0.28,ADBE
50,2010-02-28,$0.24,ADBE
51,2009-11-30,$-0.07,ADBE
52,2009-08-31,$0.26,ADBE
53,2009-05-31,$0.24,ADBE
54,2009-02-28,$0.30,ADBE
0,2022-09-30,$1.87,ADP
1,2022-06-30,$1.49,ADP
2,2022-03-31,$2.21,ADP
3,2021-12-31,$1.65,ADP
4,2021-09-30,$1.65,ADP
5,2021-06-30,$1.26,ADP
6,2021-03-31,$1.90,ADP
7,2020-12-31,$1.51,ADP
8,2020-09-30,$1.40,ADP
9,2020-06-30,$0.96,ADP
10,2020-03-31,$1.90,ADP
11,2019-12-31,$1.50,ADP
12,2019-09-30,$1.34,ADP
13,2019-06-30,$1.09,ADP
14,2019-03-31,$1.73,ADP
15,2018-12-31,$1.27,ADP
16,2018-09-30,$1.15,ADP
17,2018-06-30,$0.32,ADP
18,2018-03-31,$1.49,ADP
19,2017-12-31,$1.51,ADP
20,2017-09-30,$0.93,ADP
21,2017-06-30,$0.72,ADP
22,2017-03-31,$1.31,ADP
23,2016-12-31,$1.13,ADP
24,2016-09-30,$0.81,ADP
25,2016-06-30,$0.62,ADP
26,2016-03-31,$1.17,ADP
27,2015-12-31,$0.74,ADP
28,2015-09-30,$0.72,ADP
29,2015-06-30,$0.72,ADP
30,2015-03-31,$1.03,ADP
31,2014-12-31,$0.69,ADP
32,2014-09-30,$0.61,ADP
33,2014-06-30,$0.60,ADP
34,2014-03-31,$1.08,ADP
35,2013-12-31,$0.78,ADP
36,2013-09-30,$0.68,ADP
37,2013-06-30,$0.47,ADP
38,2013-03-31,$0.99,ADP
39,2012-12-31,$0.80,ADP
40,2012-09-30,$0.63,ADP
41,2012-06-30,$0.53,ADP
42,2012-03-31,$0.92,ADP
43,2011-12-31,$0.76,ADP
44,2011-09-30,$0.61,ADP
45,2011-06-30,$0.49,ADP
46,2011-03-31,$0.85,ADP
47,2010-12-31,$0.62,ADP
48,2010-09-30,$0.56,ADP
49,2010-06-30,$0.42,ADP
50,2010-03-31,$0.80,ADP
51,2009-12-31,$0.62,ADP
52,2009-09-30,$0.56,ADP
53,2009-06-30,$0.70,ADP
54,2009-03-31,$0.80,ADP
0,2022-09-30,$1.84,AAP
1,2022-06-30,$2.38,AAP
2,2022-03-31,$2.26,AAP
3,2021-12-31,$1.32,AAP
4,2021-09-30,$2.68,AAP
5,2021-06-30,$2.74,AAP
6,2021-03-31,$2.81,AAP
7,2020-12-31,$1.64,AAP
8,2020-09-30,$2.13,AAP
9,2020-06-30,$2.74,AAP
10,2020-03-31,$0.63,AAP
11,2019-12-31,$1.38,AAP
12,2019-09-30,$1.75,AAP
13,2019-06-30,$1.73,AAP
14,2019-03-31,$1.98,AAP
15,2018-12-31,$0.74,AAP
16,2018-09-30,$1.56,AAP
17,2018-06-30,$1.59,AAP
18,2018-03-31,$1.84,AAP
19,2017-12-31,$2.49,AAP
20,2017-09-30,$1.30,AAP
21,2017-06-30,$1.17,AAP
22,2017-03-31,$1.46,AAP
23,2016-12-31,$0.85,AAP
24,2016-09-30,$1.53,AAP
25,2016-06-30,$1.68,AAP
26,2016-03-31,$2.14,AAP
27,2015-12-31,$0.74,AAP
28,2015-09-30,$1.63,AAP
29,2015-06-30,$2.03,AAP
30,2015-03-31,$2.00,AAP
31,2014-12-31,$1.15,AAP
32,2014-09-30,$1.66,AAP
33,2014-06-30,$1.89,AAP
34,2014-03-31,$2.01,AAP
35,2013-12-31,$0.66,AAP
36,2013-09-30,$1.42,AAP
37,2013-06-30,$1.59,AAP
38,2013-03-31,$1.65,AAP
39,2012-12-31,$0.88,AAP
40,2012-09-30,$1.21,AAP
41,2012-06-30,$1.34,AAP
42,2012-03-31,$1.79,AAP
43,2011-12-31,$0.89,AAP
44,2011-09-30,$1.41,AAP
45,2011-06-30,$1.46,AAP
46,2011-03-31,$1.35,AAP
47,2010-12-31,$0.57,AAP
48,2010-09-30,$1.03,AAP
49,2010-06-30,$1.16,AAP
50,2010-03-31,$1.19,AAP
51,2009-12-31,$0.37,AAP
52,2009-09-30,$0.65,AAP
53,2009-06-30,$0.83,AAP
54,2009-03-31,$0.98,AAP
0,2022-09-30,$0.59,AES
1,2022-06-30,$-0.27,AES
2,2022-03-31,$0.16,AES
3,2021-12-31,$-0.91,AES
4,2021-09-30,$0.48,AES
5,2021-06-30,$0.04,AES
6,2021-03-31,$-0.22,AES
7,2020-12-31,$0.47,AES
8,2020-09-30,$-0.50,AES
9,2020-06-30,$-0.12,AES
10,2020-03-31,$0.22,AES
11,2019-12-31,$-0.12,AES
12,2019-09-30,$0.32,AES
13,2019-06-30,$0.02,AES
14,2019-03-31,$0.23,AES
15,2018-12-31,$0.19,AES
16,2018-09-30,$0.15,AES
17,2018-06-30,$0.44,AES
18,2018-03-31,$1.03,AES
19,2017-12-31,$-2.03,AES
20,2017-09-30,$0.23,AES
21,2017-06-30,$0.08,AES
22,2017-03-31,$-0.04,AES
23,2016-12-31,$-1.44,AES
24,2016-09-30,$0.26,AES
25,2016-06-30,$-0.73,AES
26,2016-03-31,$0.19,AES
27,2015-12-31,$-0.12,AES
28,2015-09-30,$0.26,AES
29,2015-06-30,$0.10,AES
30,2015-03-31,$0.20,AES
31,2014-12-31,$0.29,AES
32,2014-09-30,$0.67,AES
33,2014-06-30,$0.18,AES
34,2014-03-31,$-0.08,AES
35,2013-12-31,$-0.27,AES
36,2013-09-30,$0.09,AES
37,2013-06-30,$0.22,AES
38,2013-03-31,$0.11,AES
39,2012-12-31,$0.27,AES
40,2012-09-30,$-2.10,AES
41,2012-06-30,$0.18,AES
42,2012-03-31,$0.44,AES
43,2011-12-31,$-0.26,AES
44,2011-09-30,$-0.17,AES
45,2011-06-30,$0.22,AES
46,2011-03-31,$0.28,AES
47,2010-12-31,$-0.58,AES
48,2010-09-30,$0.14,AES
49,2010-06-30,$0.18,AES
50,2010-03-31,$0.27,AES
51,2009-12-31,$-0.08,AES
52,2009-09-30,$0.28,AES
53,2009-06-30,$0.45,AES
54,2009-03-31,$0.33,AES
0,2022-09-30,$2.53,AFL
1,2022-06-30,$2.16,AFL
2,2022-03-31,$1.58,AFL
3,2021-12-31,$1.58,AFL
4,2021-09-30,$1.32,AFL
5,2021-06-30,$1.62,AFL
6,2021-03-31,$1.87,AFL
7,2020-12-31,$1.33,AFL
8,2020-09-30,$3.44,AFL
9,2020-06-30,$1.12,AFL
10,2020-03-31,$0.78,AFL
11,2019-12-31,$1.07,AFL
12,2019-09-30,$1.04,AFL
13,2019-06-30,$1.09,AFL
14,2019-03-31,$1.23,AFL
15,2018-12-31,$0.70,AFL
16,2018-09-30,$1.09,AFL
17,2018-06-30,$1.07,AFL
18,2018-03-31,$0.91,AFL
19,2017-12-31,$3.25,AFL
20,2017-09-30,$0.90,AFL
21,2017-06-30,$0.89,AFL
22,2017-03-31,$0.73,AFL
23,2016-12-31,$0.92,AFL
24,2016-09-30,$0.77,AFL
25,2016-06-30,$0.66,AFL
26,2016-03-31,$0.87,AFL
27,2015-12-31,$0.85,AFL
28,2015-09-30,$0.66,AFL
29,2015-06-30,$0.66,AFL
30,2015-03-31,$0.76,AFL
31,2014-12-31,$0.78,AFL
32,2014-09-30,$0.78,AFL
33,2014-06-30,$0.89,AFL
34,2014-03-31,$0.80,AFL
35,2013-12-31,$0.73,AFL
36,2013-09-30,$0.75,AFL
37,2013-06-30,$0.95,AFL
38,2013-03-31,$0.95,AFL
39,2012-12-31,$0.62,AFL
40,2012-09-30,$1.08,AFL
41,2012-06-30,$0.52,AFL
42,2012-03-31,$0.84,AFL
43,2011-12-31,$0.57,AFL
44,2011-09-30,$0.79,AFL
45,2011-06-30,$0.29,AFL
46,2011-03-31,$0.42,AFL
47,2010-12-31,$0.44,AFL
48,2010-09-30,$0.73,AFL
49,2010-06-30,$0.62,AFL
50,2010-03-31,$0.68,AFL
51,2009-12-31,$0.27,AFL
52,2009-09-30,$0.39,AFL
53,2009-06-30,$0.34,AFL
54,2009-03-31,$0.61,AFL
0,2022-10-31,$1.23,A
1,2022-07-31,$1.10,A
2,2022-04-30,$0.91,A
3,2022-01-31,$0.93,A
4,2021-10-31,$1.45,A
5,2021-07-31,$0.86,A
6,2021-04-30,$0.70,A
7,2021-01-31,$0.93,A
8,2020-10-31,$0.71,A
9,2020-07-31,$0.64,A
10,2020-04-30,$0.32,A
11,2020-01-31,$0.63,A
12,2019-10-31,$0.63,A
13,2019-07-31,$0.60,A
14,2019-04-30,$0.57,A
15,2019-01-31,$1.57,A
16,2018-10-31,$0.60,A
17,2018-07-31,$0.73,A
18,2018-04-30,$0.63,A
19,2018-01-31,$-0.99,A
20,2017-10-31,$0.54,A
21,2017-07-31,$0.54,A
22,2017-04-30,$0.50,A
23,2017-01-31,$0.52,A
24,2016-10-31,$0.38,A
25,2016-07-31,$0.38,A
26,2016-04-30,$0.28,A
27,2016-01-31,$0.36,A
28,2015-10-31,$0.42,A
29,2015-07-31,$0.33,A
30,2015-04-30,$0.26,A
31,2015-01-31,$0.19,A
32,2014-10-31,$0.05,A
33,2014-07-31,$0.43,A
34,2014-04-30,$0.41,A
35,2014-01-31,$0.58,A
36,2013-10-31,$0.63,A
37,2013-07-31,$0.49,A
38,2013-04-30,$0.48,A
39,2013-01-31,$0.51,A
40,2012-10-31,$1.21,A
41,2012-07-31,$0.69,A
42,2012-04-30,$0.72,A
43,2012-01-31,$0.65,A
44,2011-10-31,$0.83,A
45,2011-07-31,$0.92,A
46,2011-04-30,$0.56,A
47,2011-01-31,$0.54,A
48,2010-10-31,$0.83,A
49,2010-07-31,$0.58,A
50,2010-04-30,$0.31,A
51,2010-01-31,$0.22,A
52,2009-10-31,$0.08,A
53,2009-07-31,$-0.06,A
54,2009-04-30,$-0.29,A
55,2009-01-31,$0.18,A
0,2022-09-30,$2.62,APD
1,2022-06-30,$2.62,APD
2,2022-03-31,$2.38,APD
3,2021-12-31,$2.52,APD
4,2021-09-30,$2.73,APD
5,2021-06-30,$2.40,APD
6,2021-03-31,$2.13,APD
7,2020-12-31,$2.17,APD
8,2020-09-30,$2.19,APD
9,2020-06-30,$2.01,APD
10,2020-03-31,$2.15,APD
11,2019-12-31,$2.14,APD
12,2019-09-30,$2.27,APD
13,2019-06-30,$2.20,APD
14,2019-03-31,$1.90,APD
15,2018-12-31,$1.57,APD
16,2018-09-30,$2.04,APD
17,2018-06-30,$2.15,APD
18,2018-03-31,$1.89,APD
19,2017-12-31,$0.70,APD
20,2017-09-30,$2.12,APD
21,2017-06-30,$0.46,APD
22,2017-03-31,$9.70,APD
23,2016-12-31,$1.37,APD
24,2016-09-30,$1.80,APD
25,2016-06-30,$1.59,APD
26,2016-03-31,$-2.17,APD
27,2015-12-31,$1.67,APD
28,2015-09-30,$1.58,APD
29,2015-06-30,$1.47,APD
30,2015-03-31,$1.33,APD
31,2014-12-31,$1.50,APD
32,2014-09-30,$0.48,APD
33,2014-06-30,$1.46,APD
34,2014-03-31,$1.32,APD
35,2013-12-31,$1.35,APD
36,2013-09-30,$0.63,APD
37,2013-06-30,$1.36,APD
38,2013-03-31,$1.38,APD
39,2012-12-31,$1.31,APD
40,2012-09-30,$0.64,APD
41,2012-06-30,$2.26,APD
42,2012-03-31,$1.38,APD
43,2011-12-31,$1.16,APD
44,2011-09-30,$1.51,APD
45,2011-06-30,$1.50,APD
46,2011-03-31,$1.39,APD
47,2010-12-31,$1.23,APD
48,2010-09-30,$1.25,APD
49,2010-06-30,$1.17,APD
50,2010-03-31,$1.16,APD
51,2009-12-31,$1.16,APD
52,2009-09-30,$1.14,APD
53,2009-06-30,$0.53,APD
54,2009-03-31,$0.97,APD
0,2022-09-30,$0.68,AKAM
1,2022-06-30,$0.74,AKAM
2,2022-03-31,$0.73,AKAM
3,2021-12-31,$0.97,AKAM
4,2021-09-30,$1.08,AKAM
5,2021-06-30,$0.94,AKAM
6,2021-03-31,$0.94,AKAM
7,2020-12-31,$0.69,AKAM
8,2020-09-30,$0.95,AKAM
