,Quarterly,eps_value,ticker
49,2010-07-31,$0.32,CPB
50,2010-04-30,$0.49,CPB
51,2010-01-31,$0.74,CPB
52,2009-10-31,$0.87,CPB
53,2009-07-31,$0.22,CPB
54,2009-04-30,$0.49,CPB
55,2009-01-31,$0.64,CPB
0,2022-09-30,$4.20,COF
1,2022-06-30,$4.96,COF
2,2022-03-31,$5.62,COF
3,2021-12-31,$5.51,COF
4,2021-09-30,$6.78,COF
5,2021-06-30,$7.62,COF
6,2021-03-31,$7.03,COF
7,2020-12-31,$5.43,COF
8,2020-09-30,$5.06,COF
9,2020-06-30,$-2.21,COF
10,2020-03-31,$-3.10,COF
11,2019-12-31,$2.26,COF
12,2019-09-30,$2.69,COF
13,2019-06-30,$3.24,COF
14,2019-03-31,$2.86,COF
15,2018-12-31,$2.50,COF
16,2018-09-30,$2.99,COF
17,2018-06-30,$3.71,COF
18,2018-03-31,$2.62,COF
19,2017-12-31,$-2.13,COF
20,2017-09-30,$2.14,COF
21,2017-06-30,$1.94,COF
22,2017-03-31,$1.54,COF
23,2016-12-31,$1.46,COF
24,2016-09-30,$1.90,COF
25,2016-06-30,$1.69,COF
26,2016-03-31,$1.84,COF
27,2015-12-31,$1.59,COF
28,2015-09-30,$1.98,COF
29,2015-06-30,$1.50,COF
30,2015-03-31,$2.00,COF
31,2014-12-31,$1.73,COF
32,2014-09-30,$1.86,COF
33,2014-06-30,$2.04,COF
34,2014-03-31,$1.96,COF
35,2013-12-31,$1.43,COF
36,2013-09-30,$1.84,COF
37,2013-06-30,$1.85,COF
38,2013-03-31,$1.77,COF
39,2012-12-31,$1.22,COF
40,2012-09-30,$2.01,COF
41,2012-06-30,$0.16,COF
42,2012-03-31,$2.72,COF
43,2011-12-31,$0.85,COF
44,2011-09-30,$1.77,COF
45,2011-06-30,$1.97,COF
46,2011-03-31,$2.21,COF
47,2010-12-31,$1.52,COF
48,2010-09-30,$1.76,COF
49,2010-06-30,$1.33,COF
50,2010-03-31,$1.40,COF
51,2009-12-31,$0.97,COF
52,2009-09-30,$0.87,COF
53,2009-06-30,$-0.66,COF
54,2009-03-31,$-0.44,COF
0,2022-09-30,$0.40,CAH
1,2022-06-30,$0.59,CAH
2,2022-03-31,$-5.05,CAH
3,2021-12-31,$0.17,CAH
4,2021-09-30,$0.94,CAH
5,2021-06-30,$0.41,CAH
6,2021-03-31,$0.40,CAH
7,2020-12-31,$2.13,CAH
8,2020-09-30,$-0.86,CAH
9,2020-06-30,$2.10,CAH
10,2020-03-31,$1.19,CAH
11,2019-12-31,$0.75,CAH
12,2019-09-30,$-16.65,CAH
13,2019-06-30,$0.67,CAH
14,2019-03-31,$0.99,CAH
15,2018-12-31,$0.93,CAH
16,2018-09-30,$1.94,CAH
17,2018-06-30,$-3.69,CAH
18,2018-03-31,$0.81,CAH
19,2017-12-31,$3.33,CAH
20,2017-09-30,$0.36,CAH
21,2017-06-30,$0.85,CAH
22,2017-03-31,$1.20,CAH
23,2016-12-31,$1.02,CAH
24,2016-09-30,$0.96,CAH
25,2016-06-30,$1.02,CAH
26,2016-03-31,$1.17,CAH
27,2015-12-31,$0.98,CAH
28,2015-09-30,$1.15,CAH
29,2015-06-30,$0.89,CAH
30,2015-03-31,$1.09,CAH
31,2014-12-31,$0.86,CAH
32,2014-09-30,$0.78,CAH
33,2014-06-30,$0.68,CAH
34,2014-03-31,$0.91,CAH
35,2013-12-31,$0.80,CAH
36,2013-09-30,$0.99,CAH
37,2013-06-30,$-1.70,CAH
38,2013-03-31,$1.00,CAH
39,2012-12-31,$0.88,CAH
40,2012-09-30,$0.79,CAH
41,2012-06-30,$0.68,CAH
42,2012-03-31,$0.95,CAH
43,2011-12-31,$0.75,CAH
44,2011-09-30,$0.68,CAH
45,2011-06-30,$0.57,CAH
46,2011-03-31,$0.70,CAH
47,2010-12-31,$0.61,CAH
48,2010-09-30,$0.84,CAH
49,2010-06-30,$0.62,CAH
50,2010-03-31,$0.61,CAH
51,2009-12-31,$0.65,CAH
52,2009-09-30,$-0.11,CAH
53,2009-06-30,$0.74,CAH
54,2009-03-31,$0.87,CAH
0,2022-08-31,$0.79,KMX
1,2022-05-31,$1.56,KMX
2,2022-02-28,$0.99,KMX
3,2021-11-30,$1.63,KMX
4,2021-08-31,$1.72,KMX
5,2021-05-31,$2.63,KMX
6,2021-02-28,$1.28,KMX
7,2020-11-30,$1.42,KMX
8,2020-08-31,$1.79,KMX
9,2020-05-31,$0.03,KMX
10,2020-02-29,$1.30,KMX
11,2019-11-30,$1.04,KMX
12,2019-08-31,$1.40,KMX
13,2019-05-31,$1.59,KMX
14,2019-02-28,$1.13,KMX
15,2018-11-30,$1.09,KMX
16,2018-08-31,$1.24,KMX
17,2018-05-31,$1.33,KMX
18,2018-02-28,$0.68,KMX
19,2017-11-30,$0.81,KMX
20,2017-08-31,$0.98,KMX
21,2017-05-31,$1.13,KMX
22,2017-02-28,$0.80,KMX
23,2016-11-30,$0.72,KMX
24,2016-08-31,$0.84,KMX
25,2016-05-31,$0.90,KMX
26,2016-02-29,$0.72,KMX
27,2015-11-30,$0.63,KMX
28,2015-08-31,$0.82,KMX
29,2015-05-31,$0.86,KMX
30,2015-02-28,$0.67,KMX
31,2014-11-30,$0.60,KMX
32,2014-08-31,$0.70,KMX
33,2014-05-31,$0.76,KMX
34,2014-02-28,$0.43,KMX
35,2013-11-30,$0.47,KMX
36,2013-08-31,$0.62,KMX
37,2013-05-31,$0.64,KMX
38,2013-02-28,$0.46,KMX
39,2012-11-30,$0.41,KMX
40,2012-08-31,$0.48,KMX
41,2012-05-31,$0.52,KMX
42,2012-02-29,$0.41,KMX
43,2011-11-30,$0.36,KMX
44,2011-08-31,$0.48,KMX
45,2011-05-31,$0.54,KMX
46,2011-02-28,$0.37,KMX
47,2010-11-30,$0.36,KMX
48,2010-08-31,$0.48,KMX
49,2010-05-31,$0.44,KMX
50,2010-02-28,$0.32,KMX
51,2009-11-30,$0.33,KMX
52,2009-08-31,$0.46,KMX
53,2009-05-31,$0.13,KMX
54,2009-02-28,$0.18,KMX
0,2022-08-31,$-0.65,CCL
1,2022-05-31,$-1.61,CCL
2,2022-02-28,$-1.66,CCL
3,2021-11-30,$-2.33,CCL
4,2021-08-31,$-2.50,CCL
5,2021-05-31,$-1.83,CCL
6,2021-02-28,$-1.80,CCL
7,2020-11-30,$-2.30,CCL
8,2020-08-31,$-3.69,CCL
9,2020-05-31,$-6.07,CCL
10,2020-02-29,$-1.14,CCL
11,2019-11-30,$0.61,CCL
12,2019-08-31,$2.58,CCL
13,2019-05-31,$0.65,CCL
14,2019-02-28,$0.48,CCL
15,2018-11-30,$0.71,CCL
16,2018-08-31,$2.41,CCL
17,2018-05-31,$0.78,CCL
18,2018-02-28,$0.54,CCL
19,2017-11-30,$0.76,CCL
20,2017-08-31,$1.83,CCL
21,2017-05-31,$0.52,CCL
22,2017-02-28,$0.48,CCL
23,2016-11-30,$0.81,CCL
24,2016-08-31,$1.93,CCL
25,2016-05-31,$0.80,CCL
26,2016-02-29,$0.18,CCL
27,2015-11-30,$0.35,CCL
28,2015-08-31,$1.56,CCL
29,2015-05-31,$0.29,CCL
30,2015-02-28,$0.06,CCL
31,2014-11-30,$-0.14,CCL
32,2014-08-31,$1.60,CCL
33,2014-05-31,$0.13,CCL
34,2014-02-28,$-0.03,CCL
35,2013-11-30,$0.06,CCL
36,2013-08-31,$1.20,CCL
37,2013-05-31,$0.05,CCL
38,2013-02-28,$0.05,CCL
39,2012-11-30,$0.12,CCL
40,2012-08-31,$1.71,CCL
41,2012-05-31,$0.02,CCL
42,2012-02-29,$-0.18,CCL
43,2011-11-30,$0.28,CCL
44,2011-08-31,$1.69,CCL
45,2011-05-31,$0.26,CCL
46,2011-02-28,$0.19,CCL
47,2010-11-30,$0.31,CCL
48,2010-08-31,$1.62,CCL
49,2010-05-31,$0.32,CCL
50,2010-02-28,$0.22,CCL
51,2009-11-30,$0.25,CCL
52,2009-08-31,$1.33,CCL
53,2009-05-31,$0.33,CCL
54,2009-02-28,$0.33,CCL
0,2022-09-30,$1.53,CARR
1,2022-06-30,$0.67,CARR
2,2022-03-31,$1.58,CARR
3,2021-12-31,$0.36,CARR
4,2021-09-30,$0.53,CARR
5,2021-06-30,$0.55,CARR
6,2021-03-31,$0.43,CARR
7,2020-12-31,$1.00,CARR
8,2020-09-30,$0.84,CARR
9,2020-06-30,$0.30,CARR
10,2020-03-31,$0.11,CARR
11,2019-12-31,$0.50,CARR
12,2019-09-30,$0.57,CARR
13,2019-06-30,$0.91,CARR
14,2019-03-31,$0.46,CARR
15,2018-12-31,$0.00,CARR
16,2017-12-31,$0.00,CARR
0,2022-09-30,$0.00,CTLT
1,2022-06-30,$1.05,CTLT
2,2022-03-31,$0.78,CTLT
3,2021-12-31,$0.52,CTLT
4,2021-09-30,$0.49,CTLT
5,2021-06-30,$0.99,CTLT
6,2021-03-31,$1.26,CTLT
7,2020-12-31,$0.45,CTLT
8,2020-09-30,$0.41,CTLT
9,2020-06-30,$0.88,CTLT
10,2020-03-31,$0.08,CTLT
11,2019-12-31,$0.23,CTLT
12,2019-09-30,$-0.05,CTLT
13,2019-06-30,$0.45,CTLT
14,2019-03-31,$0.22,CTLT
15,2018-12-31,$0.33,CTLT
16,2018-09-30,$-0.10,CTLT
17,2018-06-30,$0.62,CTLT
18,2018-03-31,$0.14,CTLT
19,2017-12-31,$-0.16,CTLT
20,2017-09-30,$0.03,CTLT
21,2017-06-30,$0.48,CTLT
22,2017-03-31,$0.21,CTLT
23,2016-12-31,$0.14,CTLT
24,2016-09-30,$0.04,CTLT
25,2016-06-30,$0.47,CTLT
26,2016-03-31,$0.09,CTLT
27,2015-12-31,$0.24,CTLT
28,2015-09-30,$0.09,CTLT
29,2015-06-30,$1.31,CTLT
30,2015-03-31,$0.25,CTLT
31,2014-12-31,$0.37,CTLT
32,2014-09-30,$-0.18,CTLT
33,2014-06-30,$0.36,CTLT
34,2014-03-31,$0.09,CTLT
35,2013-12-31,$-0.26,CTLT
36,2013-09-30,$0.02,CTLT
37,2013-06-30,$0.00,CTLT
38,2013-03-31,$0.00,CTLT
39,2012-06-30,$0.00,CTLT
40,2011-06-30,$0.00,CTLT
0,2022-09-30,$3.87,CAT
1,2022-06-30,$3.13,CAT
2,2022-03-31,$2.86,CAT
3,2021-12-31,$3.90,CAT
4,2021-09-30,$2.60,CAT
5,2021-06-30,$2.56,CAT
6,2021-03-31,$2.77,CAT
7,2020-12-31,$1.42,CAT
8,2020-09-30,$1.22,CAT
9,2020-06-30,$0.84,CAT
10,2020-03-31,$1.98,CAT
11,2019-12-31,$2.00,CAT
12,2019-09-30,$2.66,CAT
13,2019-06-30,$2.83,CAT
14,2019-03-31,$3.25,CAT
15,2018-12-31,$1.82,CAT
16,2018-09-30,$2.88,CAT
17,2018-06-30,$2.82,CAT
18,2018-03-31,$2.74,CAT
19,2017-12-31,$-2.18,CAT
20,2017-09-30,$1.77,CAT
21,2017-06-30,$1.35,CAT
22,2017-03-31,$0.32,CAT
23,2016-12-31,$-1.98,CAT
24,2016-09-30,$0.48,CAT
25,2016-06-30,$0.93,CAT
26,2016-03-31,$0.46,CAT
27,2015-12-31,$-0.10,CAT
28,2015-09-30,$0.94,CAT
29,2015-06-30,$1.31,CAT
30,2015-03-31,$2.03,CAT
31,2014-12-31,$-0.74,CAT
32,2014-09-30,$1.63,CAT
33,2014-06-30,$1.57,CAT
34,2014-03-31,$1.44,CAT
35,2013-12-31,$1.54,CAT
36,2013-09-30,$1.45,CAT
37,2013-06-30,$1.45,CAT
38,2013-03-31,$1.31,CAT
39,2012-12-31,$1.03,CAT
40,2012-09-30,$2.54,CAT
41,2012-06-30,$2.54,CAT
42,2012-03-31,$2.37,CAT
43,2011-12-31,$2.33,CAT
44,2011-09-30,$1.71,CAT
45,2011-06-30,$1.52,CAT
46,2011-03-31,$1.84,CAT
47,2010-12-31,$1.48,CAT
48,2010-09-30,$1.22,CAT
49,2010-06-30,$1.09,CAT
50,2010-03-31,$0.36,CAT
51,2009-12-31,$0.38,CAT
52,2009-09-30,$0.64,CAT
53,2009-06-30,$0.60,CAT
54,2009-03-31,$-0.19,CAT
0,2022-09-30,$1.41,CBOE
1,2022-06-30,$-1.74,CBOE
2,2022-03-31,$1.02,CBOE
3,2021-12-31,$1.55,CBOE
4,2021-09-30,$1.12,CBOE
5,2021-06-30,$0.98,CBOE
6,2021-03-31,$1.27,CBOE
7,2020-12-31,$0.81,CBOE
8,2020-09-30,$1.01,CBOE
9,2020-06-30,$1.03,CBOE
10,2020-03-31,$1.42,CBOE
11,2019-12-31,$0.77,CBOE
12,2019-09-30,$0.94,CBOE
13,2019-06-30,$0.78,CBOE
14,2019-03-31,$0.85,CBOE
15,2018-12-31,$1.23,CBOE
16,2018-09-30,$0.76,CBOE
17,2018-06-30,$0.73,CBOE
18,2018-03-31,$1.04,CBOE
19,2017-12-31,$2.40,CBOE
20,2017-09-30,$0.53,CBOE
21,2017-06-30,$0.60,CBOE
22,2017-03-31,$0.16,CBOE
23,2016-12-31,$0.55,CBOE
24,2016-09-30,$0.50,CBOE
25,2016-06-30,$0.62,CBOE
26,2016-03-31,$0.60,CBOE
27,2015-12-31,$0.61,CBOE
28,2015-09-30,$0.81,CBOE
29,2015-06-30,$0.54,CBOE
30,2015-03-31,$0.50,CBOE
31,2014-12-31,$0.58,CBOE
32,2014-09-30,$0.57,CBOE
33,2014-06-30,$0.50,CBOE
34,2014-03-31,$0.56,CBOE
35,2013-12-31,$0.52,CBOE
36,2013-09-30,$0.47,CBOE
37,2013-06-30,$0.52,CBOE
38,2013-03-31,$0.48,CBOE
39,2012-12-31,$0.45,CBOE
40,2012-09-30,$0.52,CBOE
41,2012-06-30,$0.44,CBOE
42,2012-03-31,$0.37,CBOE
43,2011-12-31,$0.35,CBOE
44,2011-09-30,$0.45,CBOE
45,2011-06-30,$0.36,CBOE
46,2011-03-31,$0.36,CBOE
47,2010-12-31,$0.31,CBOE
48,2010-09-30,$0.20,CBOE
49,2010-06-30,$0.27,CBOE
50,2010-03-31,$0.25,CBOE
51,2009-12-31,$0.39,CBOE
52,2009-09-30,$0.21,CBOE
53,2009-06-30,$0.31,CBOE
54,2009-03-31,$0.24,CBOE
0,2022-09-30,$1.38,CBRE
1,2022-06-30,$1.48,CBRE
2,2022-03-31,$1.16,CBRE
3,2021-12-31,$2.05,CBRE
4,2021-09-30,$1.28,CBRE
5,2021-06-30,$1.30,CBRE
6,2021-03-31,$0.78,CBRE
7,2020-12-31,$0.92,CBRE
8,2020-09-30,$0.55,CBRE
9,2020-06-30,$0.24,CBRE
10,2020-03-31,$0.51,CBRE
11,2019-12-31,$1.88,CBRE
12,2019-09-30,$0.75,CBRE
13,2019-06-30,$0.66,CBRE
14,2019-03-31,$0.48,CBRE
15,2018-12-31,$1.14,CBRE
16,2018-09-30,$0.85,CBRE
17,2018-06-30,$0.67,CBRE
18,2018-03-31,$0.44,CBRE
19,2017-12-31,$0.48,CBRE
20,2017-09-30,$0.58,CBRE
21,2017-06-30,$0.59,CBRE
22,2017-03-31,$0.40,CBRE
23,2016-12-31,$0.78,CBRE
24,2016-09-30,$0.31,CBRE
25,2016-06-30,$0.36,CBRE
26,2016-03-31,$0.24,CBRE
27,2015-12-31,$0.54,CBRE
28,2015-09-30,$0.44,CBRE
29,2015-06-30,$0.37,CBRE
30,2015-03-31,$0.28,CBRE
31,2014-12-31,$0.61,CBRE
32,2014-09-30,$0.32,CBRE
33,2014-06-30,$0.32,CBRE
34,2014-03-31,$0.20,CBRE
35,2013-12-31,$0.35,CBRE
36,2013-09-30,$0.28,CBRE
37,2013-06-30,$0.21,CBRE
38,2013-03-31,$0.11,CBRE
39,2012-12-31,$0.54,CBRE
40,2012-09-30,$0.12,CBRE
41,2012-06-30,$0.23,CBRE
42,2012-03-31,$0.08,CBRE
43,2011-12-31,$0.24,CBRE
44,2011-09-30,$0.20,CBRE
45,2011-06-30,$0.19,CBRE
46,2011-03-31,$0.11,CBRE
47,2010-12-31,$0.30,CBRE
48,2010-09-30,$0.18,CBRE
49,2010-06-30,$0.17,CBRE
50,2010-03-31,$-0.02,CBRE
51,2009-12-31,$0.24,CBRE
52,2009-09-30,$0.04,CBRE
53,2009-06-30,$-0.02,CBRE
54,2009-03-31,$-0.14,CBRE
0,2022-09-30,$2.17,CDW
1,2022-06-30,$2.04,CDW
2,2022-03-31,$1.83,CDW
3,2021-12-31,$1.57,CDW
4,2021-09-30,$1.91,CDW
5,2021-06-30,$1.93,CDW
6,2021-03-31,$1.63,CDW
7,2020-12-31,$1.65,CDW
8,2020-09-30,$1.33,CDW
9,2020-06-30,$1.31,CDW
10,2020-03-31,$1.16,CDW
11,2019-12-31,$1.27,CDW
12,2019-09-30,$1.37,CDW
13,2019-06-30,$1.33,CDW
14,2019-03-31,$1.02,CDW
15,2018-12-31,$1.05,CDW
16,2018-09-30,$1.20,CDW
17,2018-06-30,$1.12,CDW
18,2018-03-31,$0.82,CDW
19,2017-12-31,$1.23,CDW
20,2017-09-30,$0.83,CDW
21,2017-06-30,$0.89,CDW
22,2017-03-31,$0.36,CDW
23,2016-12-31,$0.64,CDW
24,2016-09-30,$0.76,CDW
25,2016-06-30,$0.70,CDW
26,2016-03-31,$0.46,CDW
27,2015-12-31,$0.52,CDW
28,2015-09-30,$0.88,CDW
29,2015-06-30,$0.63,CDW
30,2015-03-31,$0.32,CDW
31,2014-12-31,$0.30,CDW
32,2014-09-30,$0.32,CDW
33,2014-06-30,$0.50,CDW
34,2014-03-31,$0.30,CDW
35,2013-12-31,$0.34,CDW
36,2013-09-30,$-0.01,CDW
37,2013-06-30,$0.32,CDW
38,2013-03-31,$0.19,CDW
39,2012-12-31,$0.00,CDW
40,2012-09-30,$0.26,CDW
41,2012-06-30,$0.25,CDW
42,2011-12-31,$0.00,CDW
43,2010-12-31,$0.00,CDW
0,2022-09-30,$1.75,CE
1,2022-06-30,$3.98,CE
2,2022-03-31,$4.61,CE
3,2021-12-31,$4.71,CE
4,2021-09-30,$4.56,CE
5,2021-06-30,$4.77,CE
6,2021-03-31,$2.82,CE
7,2020-12-31,$12.28,CE
8,2020-09-30,$1.75,CE
9,2020-06-30,$0.90,CE
10,2020-03-31,$1.82,CE
11,2019-12-31,$0.42,CE
12,2019-09-30,$2.13,CE
13,2019-06-30,$1.66,CE
14,2019-03-31,$2.63,CE
15,2018-12-31,$0.77,CE
16,2018-09-30,$2.96,CE
17,2018-06-30,$2.52,CE
18,2018-03-31,$2.66,CE
19,2017-12-31,$1.48,CE
20,2017-09-30,$1.65,CE
21,2017-06-30,$1.66,CE
22,2017-03-31,$1.30,CE
23,2016-12-31,$1.14,CE
24,2016-09-30,$1.81,CE
25,2016-06-30,$1.50,CE
26,2016-03-31,$1.73,CE
27,2015-12-31,$-1.93,CE
28,2015-09-30,$1.07,CE
29,2015-06-30,$1.33,CE
30,2015-03-31,$1.53,CE
31,2014-12-31,$-0.54,CE
32,2014-09-30,$1.63,CE
33,2014-06-30,$1.66,CE
34,2014-03-31,$1.25,CE
35,2013-12-31,$4.11,CE
36,2013-09-30,$1.08,CE
37,2013-06-30,$0.83,CE
38,2013-03-31,$0.89,CE
39,2012-12-31,$-1.05,CE
40,2012-09-30,$0.79,CE
41,2012-06-30,$1.38,CE
42,2012-03-31,$1.21,CE
43,2011-12-31,$-0.54,CE
44,2011-09-30,$1.05,CE
45,2011-06-30,$1.28,CE
46,2011-03-31,$0.90,CE
47,2010-12-31,$0.38,CE
48,2010-09-30,$0.92,CE
49,2010-06-30,$1.01,CE
50,2010-03-31,$0.07,CE
51,2009-12-31,$0.11,CE
52,2009-09-30,$2.53,CE
53,2009-06-30,$0.69,CE
54,2009-03-31,$-0.16,CE
0,2022-09-30,$1.27,CNC
1,2022-06-30,$-0.29,CNC
2,2022-03-31,$1.44,CNC
3,2021-12-31,$1.02,CNC
4,2021-09-30,$0.99,CNC
5,2021-06-30,$-0.92,CNC
6,2021-03-31,$1.19,CNC
7,2020-12-31,$0.02,CNC
8,2020-09-30,$0.97,CNC
9,2020-06-30,$2.05,CNC
10,2020-03-31,$0.08,CNC
11,2019-12-31,$0.49,CNC
12,2019-09-30,$0.23,CNC
13,2019-06-30,$1.18,CNC
14,2019-03-31,$1.24,CNC
15,2018-12-31,$0.50,CNC
16,2018-09-30,$0.05,CNC
17,2018-06-30,$0.75,CNC
18,2018-03-31,$0.96,CNC
19,2017-12-31,$0.65,CNC
20,2017-09-30,$0.58,CNC
21,2017-06-30,$0.72,CNC
22,2017-03-31,$0.40,CNC
23,2016-12-31,$0.87,CNC
24,2016-09-30,$0.42,CNC
25,2016-06-30,$0.49,CNC
26,2016-03-31,$-0.07,CNC
27,2015-12-31,$0.45,CNC
28,2015-09-30,$0.38,CNC
29,2015-06-30,$0.36,CNC
30,2015-03-31,$0.26,CNC
31,2014-12-31,$0.44,CNC
32,2014-09-30,$0.34,CNC
33,2014-06-30,$0.21,CNC
34,2014-03-31,$0.14,CNC
35,2013-12-31,$0.24,CNC
36,2013-09-30,$0.22,CNC
37,2013-06-30,$0.18,CNC
38,2013-03-31,$0.11,CNC
39,2012-12-31,$0.05,CNC
40,2012-09-30,$0.02,CNC
41,2012-06-30,$-0.17,CNC
42,2012-03-31,$0.11,CNC
43,2011-12-31,$0.14,CNC
44,2011-09-30,$0.14,CNC
45,2011-06-30,$0.14,CNC
46,2011-03-31,$0.12,CNC
47,2010-12-31,$0.13,CNC
48,2010-09-30,$0.11,CNC
49,2010-06-30,$0.11,CNC
50,2010-03-31,$0.12,CNC
51,2009-12-31,$0.13,CNC
52,2009-09-30,$0.12,CNC
53,2009-06-30,$0.12,CNC
54,2009-03-31,$0.11,CNC
0,2022-09-30,$0.30,CNP
1,2022-06-30,$0.28,CNP
2,2022-03-31,$0.82,CNP
3,2021-12-31,$1.03,CNP
4,2021-09-30,$0.32,CNP
5,2021-06-30,$0.37,CNP
6,2021-03-31,$0.56,CNP
7,2020-12-31,$0.41,CNP
8,2020-09-30,$0.13,CNP
9,2020-06-30,$0.11,CNP
10,2020-03-31,$-2.44,CNP
11,2019-12-31,$0.25,CNP
12,2019-09-30,$0.47,CNP
13,2019-06-30,$0.33,CNP
14,2019-03-31,$0.28,CNP
15,2018-12-31,$0.18,CNP
16,2018-09-30,$0.35,CNP
17,2018-06-30,$-0.17,CNP
18,2018-03-31,$0.38,CNP
19,2017-12-31,$2.99,CNP
20,2017-09-30,$0.39,CNP
21,2017-06-30,$0.31,CNP
22,2017-03-31,$0.44,CNP
23,2016-12-31,$0.24,CNP
24,2016-09-30,$0.41,CNP
25,2016-06-30,$-0.01,CNP
26,2016-03-31,$0.36,CNP
27,2015-12-31,$-1.18,CNP
28,2015-09-30,$-0.91,CNP
29,2015-06-30,$0.18,CNP
30,2015-03-31,$0.30,CNP
31,2014-12-31,$0.41,CNP
32,2014-09-30,$0.33,CNP
33,2014-06-30,$0.25,CNP
34,2014-03-31,$0.43,CNP
35,2013-12-31,$0.26,CNP
36,2013-09-30,$0.35,CNP
37,2013-06-30,$-0.23,CNP
38,2013-03-31,$0.34,CNP
39,2012-12-31,$0.32,CNP
40,2012-09-30,$0.02,CNP
41,2012-06-30,$0.29,CNP
42,2012-03-31,$0.34,CNP
43,2011-12-31,$0.27,CNP
44,2011-09-30,$2.27,CNP
45,2011-06-30,$0.28,CNP
46,2011-03-31,$0.35,CNP
47,2010-12-31,$0.29,CNP
48,2010-09-30,$0.29,CNP
49,2010-06-30,$0.20,CNP
50,2010-03-31,$0.29,CNP
51,2009-12-31,$0.27,CNP
52,2009-09-30,$0.31,CNP
53,2009-06-30,$0.24,CNP
54,2009-03-31,$0.19,CNP
0,2022-09-30,$-0.14,CDAY
1,2022-06-30,$-0.13,CDAY
2,2022-03-31,$-0.18,CDAY
3,2021-12-31,$-0.06,CDAY
4,2021-09-30,$-0.14,CDAY
5,2021-06-30,$-0.17,CDAY
6,2021-03-31,$-0.13,CDAY
7,2020-12-31,$-0.12,CDAY
8,2020-09-30,$-0.01,CDAY
9,2020-06-30,$0.04,CDAY
10,2020-03-31,$0.06,CDAY
11,2019-12-31,$-0.01,CDAY
12,2019-09-30,$0.42,CDAY
13,2019-06-30,$0.04,CDAY
14,2019-03-31,$0.08,CDAY
15,2018-12-31,$0.02,CDAY
16,2018-09-30,$0.03,CDAY
17,2018-06-30,$-0.58,CDAY
18,2018-03-31,$-0.07,CDAY
19,2017-12-31,$0.80,CDAY
20,2017-09-30,$-0.39,CDAY
21,2017-06-30,$-0.43,CDAY
22,2017-03-31,$-0.24,CDAY
23,2016-12-31,$0.00,CDAY
24,2015-12-31,$0.00,CDAY
0,2022-09-30,$2.18,CF
1,2022-06-30,$5.58,CF
2,2022-03-31,$4.21,CF
3,2021-12-31,$3.26,CF
4,2021-09-30,$-0.86,CF
5,2021-06-30,$1.14,CF
6,2021-03-31,$0.70,CF
7,2020-12-31,$0.40,CF
8,2020-09-30,$-0.13,CF
9,2020-06-30,$0.89,CF
10,2020-03-31,$0.31,CF
11,2019-12-31,$0.26,CF
12,2019-09-30,$0.29,CF
13,2019-06-30,$1.28,CF
14,2019-03-31,$0.40,CF
15,2018-12-31,$0.21,CF
16,2018-09-30,$0.13,CF
17,2018-06-30,$0.63,CF
18,2018-03-31,$0.27,CF
19,2017-12-31,$1.99,CF
20,2017-09-30,$-0.37,CF
21,2017-06-30,$0.01,CF
22,2017-03-31,$-0.10,CF
23,2016-12-31,$-1.37,CF
24,2016-09-30,$-0.13,CF
25,2016-06-30,$0.20,CF
26,2016-03-31,$0.11,CF
27,2015-12-31,$0.12,CF
28,2015-09-30,$0.39,CF
29,2015-06-30,$1.49,CF
30,2015-03-31,$0.96,CF
31,2014-12-31,$1.10,CF
32,2014-09-30,$0.52,CF
33,2014-06-30,$1.22,CF
34,2014-03-31,$2.58,CF
35,2013-12-31,$1.17,CF
36,2013-09-30,$0.81,CF
37,2013-06-30,$1.68,CF
38,2013-03-31,$1.29,CF
39,2012-12-31,$1.48,CF
40,2012-09-30,$1.27,CF
41,2012-06-30,$1.86,CF
42,2012-03-31,$1.11,CF
43,2011-12-31,$1.32,CF
44,2011-09-30,$0.95,CF
45,2011-06-30,$1.35,CF
46,2011-03-31,$0.78,CF
47,2010-12-31,$0.64,CF
48,2010-09-30,$0.13,CF
49,2010-06-30,$0.31,CF
50,2010-03-31,$-0.02,CF
51,2009-12-31,$0.21,CF
52,2009-09-30,$0.16,CF
53,2009-06-30,$0.87,CF
54,2009-03-31,$0.26,CF
0,2022-09-30,$1.88,CRL
1,2022-06-30,$2.13,CRL
2,2022-03-31,$1.81,CRL
3,2021-12-31,$2.67,CRL
4,2021-09-30,$2.01,CRL
5,2021-06-30,$1.72,CRL
6,2021-03-31,$1.20,CRL
7,2020-12-31,$2.81,CRL
8,2020-09-30,$2.03,CRL
9,2020-06-30,$1.34,CRL
10,2020-03-31,$1.02,CRL
11,2019-12-31,$1.62,CRL
12,2019-09-30,$1.46,CRL
13,2019-06-30,$0.88,CRL
14,2019-03-31,$1.11,CRL
15,2018-12-31,$1.22,CRL
16,2018-09-30,$1.22,CRL
17,2018-06-30,$1.10,CRL
18,2018-03-31,$1.08,CRL
19,2017-12-31,$-0.63,CRL
20,2017-09-30,$1.08,CRL
21,2017-06-30,$1.12,CRL
22,2017-03-31,$0.97,CRL
23,2016-12-31,$0.93,CRL
24,2016-09-30,$0.79,CRL
25,2016-06-30,$0.73,CRL
26,2016-03-31,$0.78,CRL
27,2015-12-31,$0.66,CRL
28,2015-09-30,$0.79,CRL
29,2015-06-30,$1.02,CRL
30,2015-03-31,$0.66,CRL
31,2014-12-31,$0.57,CRL
