,Total_value_todate,Return_without_trailing,Return_trailing_12m
2019-07-02,12897.650976850413,128.97650976850412,102.3117338345302
2019-07-03,13002.355759366581,130.02355759366583,103.34954628316761
2019-07-05,13025.547693317174,130.25547693317174,102.6971259787322
2019-07-09,13000.487490133804,130.00487490133804,102.46996622671236
2019-07-10,13103.005317825931,131.03005317825932,102.53476202511165
2019-07-11,13020.263210590025,130.20263210590025,102.23616423339041
2019-07-12,12949.669679477878,129.49669679477879,100.17485993222624
2019-07-16,12992.703058136962,129.9270305813696,100.71981480911563
2019-07-17,12967.649110264136,129.67649110264136,100.80835519046425
2019-07-18,12889.752877846564,128.89752877846564,101.03840769209089
2019-07-19,13016.470661705875,130.16470661705876,102.81490523298129
2019-07-23,12917.74479394381,129.1774479394381,101.45192711422224
2019-07-24,12915.084301230137,129.15084301230138,100.13516666260402
2019-07-25,12943.318443835358,129.43318443835358,99.54594908319831
2019-07-26,12989.388362210093,129.89388362210093,99.7223968468855
2019-07-30,12945.53395014656,129.45533950146563,99.57729631270405
2019-07-31,12957.736502696525,129.57736502696525,98.89133209057181
2019-08-01,12797.694074037387,127.97694074037386,98.29059418421271
2019-08-02,12760.396983962595,127.60396983962595,98.53839750202096
2019-08-06,12424.283171685696,124.24283171685697,95.6250836803718
2019-08-07,12494.80784067068,124.94807840670681,96.35368550172142
2019-08-08,12776.189879946473,127.76189879946473,99.11896683376087
2019-08-09,12948.721994257787,129.48721994257787,99.47951584412661
2019-08-13,12799.566180700356,127.99566180700357,99.08514516172467
2019-08-14,12864.990291978389,128.6499029197839,99.61212789569653
2019-08-15,12670.880687989216,126.70880687989217,97.89514754637055
2019-08-16,12870.539909712825,128.70539909712824,99.08503426656306
2019-08-20,13042.603956689445,130.42603956689445,100.74983393436456
2019-08-21,13067.242483234819,130.67242483234818,100.8451011526242
2019-08-22,13095.245712834905,130.95245712834904,102.3250410353312
2019-08-23,13067.79795541054,130.6779795541054,102.4090235737516
2019-08-27,13069.482201815483,130.69482201815484,105.19304833296268
2019-08-28,12998.420883658076,129.98420883658076,104.03057853637519
2019-08-29,13148.333985627163,131.48333985627164,102.91279410510961
2019-08-30,13186.669015217696,131.86669015217694,101.8376100827976
2019-09-04,13187.59188250919,131.8759188250919,103.03155354119669
2019-09-05,13299.390342532583,132.9939034253258,103.37660612791176
2019-09-06,13201.804903766779,132.0180490376678,104.19011297518435
2019-09-10,12780.456927876136,127.80456927876136,99.30008389338269
2019-09-11,12541.516369917072,125.41516369917072,96.15807097695878
2019-09-12,12688.406923175067,126.88406923175066,97.10087602226871
2019-09-13,12652.658005299605,126.52658005299604,96.62024129030652
2019-09-17,12630.848460058594,126.30848460058594,96.65628825267356
2019-09-18,12817.882691919463,128.17882691919465,98.07490835512161
2019-09-19,12820.172618783756,128.20172618783755,98.6286929276277
2019-09-20,12832.398625147227,128.32398625147226,97.59714530506074
2019-09-24,12837.449136071613,128.37449136071612,97.35172029613335
2019-09-25,12696.518303835892,126.9651830383589,96.2762452535052
2019-09-26,12835.53694955732,128.3553694955732,96.51222062794999
2019-09-27,12844.80321395219,128.4480321395219,97.29581150140517
2019-10-01,12770.231988043013,127.70231988043012,99.91999550649226
2019-10-02,12493.974328031258,124.93974328031258,99.62092269799328
2019-10-03,12403.786054547229,124.03786054547228,97.75684315335138
2019-10-04,12534.682138480772,125.34682138480773,99.06758037110133
2019-10-08,12591.227636926751,125.91227636926752,99.68631700984196
2019-10-09,12589.162174147506,125.89162174147506,98.21561389451516
2019-10-10,12623.007798833445,126.23007798833446,98.46207359438023
2019-10-11,12749.657953636859,127.49657953636859,99.3552205325961
2019-10-15,12717.025347508888,127.17025347508888,99.06193366543242
2019-10-16,12673.250293849056,126.73250293849057,99.81673708153671
2019-10-17,12750.93411542214,127.50934115422142,99.3408703160011
2019-10-18,12774.036813063305,127.74036813063306,99.44906590073707
2019-10-22,12885.070150357622,128.85070150357623,100.89926449591624
2019-10-23,12695.305395802865,126.95305395802865,101.6114253358109
2019-10-24,12766.36845178662,127.6636845178662,102.9231590713101
2019-10-25,12787.72949741995,127.8772949741995,102.01877762948881
2019-10-29,12892.253118969196,128.92253118969197,102.39075561750323
2019-10-30,12910.02708984146,129.1002708984146,102.5487392350292
2019-10-31,12960.739301948024,129.60739301948024,102.6755232072802
2019-11-01,13004.123703858299,130.04123703858298,101.99586334901521
2019-11-05,12900.754067132106,129.00754067132107,101.44474603614128
2019-11-06,12831.674292466503,128.31674292466505,101.25006604418077
2019-11-07,12879.18396872875,128.7918396872875,101.00580751296874
2019-11-08,12782.27728341884,127.82277283418838,100.06450952409271
2019-11-12,12867.320398729087,128.67320398729086,99.86224559570564
2019-11-13,12822.562668736839,128.2256266873684,101.00239631081303
2019-11-14,12886.64824728692,128.8664824728692,100.94216139816538
2019-11-15,13000.909401637042,130.00909401637043,101.66706610630216
2019-11-19,13036.02645775806,130.3602645775806,101.11519171600285
2019-11-20,12954.691420543259,129.54691420543259,100.34596620433851
2019-11-21,12909.74325002429,129.09743250024292,99.60653439024063
2019-11-26,13053.72535538474,130.5372535538474,100.38143017288989
2019-11-27,13094.255320779046,130.94255320779047,101.49992204052577
2019-11-29,13090.535634282562,130.9053563428256,102.01736216113306
2019-12-03,12802.066920068073,128.02066920068074,99.40122721402287
2019-12-04,12905.817068985201,129.058170689852,100.96649276828487
2019-12-06,13041.242576639741,130.4124257663974,101.35165809602312
2019-12-10,12980.64707724417,129.80647077244168,101.23286126643593
2019-12-11,12987.133806156973,129.87133806156973,100.77976489263769
2019-12-12,13005.614070357955,130.05614070357956,100.03618722795132
2019-12-13,13037.603511624437,130.37603511624437,100.01209765776011
2019-12-17,13232.928506808537,132.32928506808537,102.14777085175535
